gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,kl_divergence,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
32,300,128,20,100,0,tardos,0.03125,0,0.6,0.859375,0.4,0.0505292489680807,0.0213540415513297,0.0067980470521688,0.0046063745832048,0.0123727120108177,0.0290831811318743,0.0001018023973647,0.0650242499262773,0.0208958745154164,0.06267686184761
32,300,128,20,100,0,tardos,0.03125,1,0.6,0.828125,0.4,0.0508017272233933,0.021962660650228,0.0047931874229611,0.0035889029695582,0.0122593742763201,0.0170504869529686,0.0001029369273928,0.0157015284854166,0.032410893741431,0.0150500043305823
32,300,128,20,100,0,tardos,0.03125,2,0.6,0.8125,0.4,0.0491964419790166,0.0215323523769612,0.0050341139696229,0.0075757184390319,0.0090382130599278,0.0219523463815949,0.0001030826884668,0.0390596459507449,0.0547757602077503,0.0250788698033656
32,300,128,20,101,0,tardos,0.03125,0,0.6,0.8828125,0.4,0.0492618963070174,0.0216783322589698,0.0042073900704393,0.008956472547018,0.0077326515838999,0.0237135227614185,0.0001030826884668,0.0440260962605654,0.0509988492101061,0.0287398591840217
32,300,128,20,101,0,tardos,0.03125,1,0.6,0.875,0.4,0.0512486045515757,0.0220769696104404,0.0067269114373683,0.012487482785429,0.0159261907941528,0.0413549904520851,0.0001006647014161,0.0640059029156523,0.0568777540725787,0.0663425514338945
32,300,128,20,101,0,tardos,0.03125,2,0.6,0.8671875,0.4,0.0520123397310255,0.0224244474149472,0.0086994106442515,0.0014784798252302,0.0076197426157477,0.0187374910939155,0.0001038480024642,0.0651714519326173,0.0421094959670943,0.0354455567939775
32,300,128,20,102,0,tardos,0.03125,0,0.6,0.8359375,0.4,0.0523681931387454,0.0228861901617905,0.0089346599295828,0.000331839506739,0.0070420285847647,0.0158076550233501,1.1990408665951251e-13,0.0671908439982502,0.0404321341409336,0.0394481873118744
32,300,128,20,102,0,tardos,0.03125,1,0.6,0.890625,0.4,0.0516760287254386,0.0225542027924143,0.0056856615765103,0.01242348181678,0.0085716032074058,0.0294546704783534,1.7597034940308082e-13,0.0616753478385354,0.0597675788973795,0.0443770165356897
32,300,128,20,102,0,tardos,0.03125,2,0.6,0.8671875,0.4,0.0524635842451739,0.0220224003767592,0.0070146987716787,0.000558660607297,0.0160920437429352,0.0194447820352642,3.2418512319053385e-14,0.031125946986127,0.03855606752838,0.0641778357804783
32,300,128,20,103,0,tardos,0.03125,0,0.6,0.8046875,0.4,0.0525413169619149,0.0219894199090555,0.0056482230642028,0.0021131502100845,0.0179678297912178,0.0207528864778629,0.0018786417629266,0.0361369691448443,0.0408454238277444,0.0648124218663621
