gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,recipient_id,attribute,rel_delta_mean,rel_delta_std,hellinger_distance,kl_divergence,emd,ks,p_value
2,300,128,20,100,5,tardos,0.5,5,education-num,4.299622247477449e-05,0.0003119676918624607,0.00037987647024616934,5.783280549758923e-07,0.0006449433371212335,9.213476244587012e-05,1.0
2,300,128,20,100,5,tardos,0.5,5,capital-gain,0.007695798219614212,0.29208902687299865,0.13857746383623706,0.06989056492333438,769.5721261631967,0.024569269985565523,5.713598564657398e-09
2,300,128,20,100,5,tardos,0.5,5,capital-loss,0.0068659645642427615,0.1314027838168523,0.07485030686387435,0.020704487880898827,29.90814164184148,0.016737815177666593,0.0002159886171620458
2,300,128,20,100,5,tardos,0.5,5,hours-per-week,0.00027515075315471497,0.01225515225958426,0.009947465408655463,0.0003950134035267181,0.16725530542673722,0.007985012745308828,0.2490354617144015
2,300,128,20,100,6,tardos,0.5,6,age,0.0006916417783607868,0.001263786407796262,0.0022074682776696483,1.9510909906613812e-05,0.05159546696968774,0.0022419458861828168,0.999997170521912
2,300,128,20,100,6,tardos,0.5,6,fnlwgt,0.0001901471765091266,0.0008898801986870754,0.005758241012868298,0.00012157867541273986,564.1193759405371,0.003163293510641596,0.9966597747464098
2,300,128,20,100,6,tardos,0.5,6,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716106,1.059395052963114e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,6,tardos,0.5,6,capital-gain,0.00821095554710346,0.3067438360589938,0.14596689859337156,0.07724150906598717,821.0873437547941,0.02524492491016861,1.9083372694469037e-09
2,300,128,20,100,6,tardos,0.5,6,capital-loss,0.006758276596566129,0.13122094180016522,0.07417765339077008,0.020355865315266033,29.439052854642092,0.016338564540401057,0.000332127220881879
2,300,128,20,100,6,tardos,0.5,6,hours-per-week,0.000399877404356949,0.011393428194581784,0.009546604355110322,0.00036384022564860347,0.15908602315653678,0.0077700316329351315,0.2778990358744726
2,300,128,20,100,7,tardos,0.5,7,age,0.0006908003650051393,0.0006171716660041332,0.002351850108667818,2.208668072295457e-05,0.05048984982033689,0.0022419458861828168,0.999997170521912
2,300,128,20,100,7,tardos,0.5,7,fnlwgt,0.00019703153461639216,0.0011934282713764073,0.00554610481248396,0.00011196671217480407,525.4174933202244,0.002702619698412234,0.9997558229166036
2,300,128,20,100,7,tardos,0.5,7,education-num,4.0948783309247e-05,0.0003324908336325714,0.0003768485470365416,5.691675308200168e-07,0.0006142317496393205,9.213476244587012e-05,1.0
2,300,128,20,100,7,tardos,0.5,7,capital-gain,0.008018347435708626,0.3031002462391929,0.14364851576646728,0.07497257633275888,801.8267252234231,0.024692116335493397,4.6911471391181224e-09
2,300,128,20,100,7,tardos,0.5,7,capital-loss,0.006845391466843232,0.13115554203135,0.07459367971858703,0.020584863243601197,29.81852522956913,0.016676392002702656,0.0002309267150106528
2,300,128,20,100,7,tardos,0.5,7,hours-per-week,0.00028549241016392267,0.010549963067112962,0.00983796539341436,0.0003861714853896609,0.15825681029452443,0.007985012745308828,0.2490354617144015
2,300,128,20,100,8,tardos,0.5,8,age,0.0006276943633298204,0.00145078551993151,0.0021063030464697,1.775768477623675e-05,0.04858573139645538,0.0020883879487730295,0.9999996852866005
2,300,128,20,100,8,tardos,0.5,8,fnlwgt,0.00016421790894230286,0.0004289869624672851,0.005536265436256839,0.00011156154333720853,499.0388501581571,0.002702619698412234,0.9997558229166036
2,300,128,20,100,8,tardos,0.5,8,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716208,1.0593950530182973e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,8,tardos,0.5,8,capital-gain,0.007578038066551238,0.287257980251651,0.13667615404199504,0.06804592596429677,757.7962286170588,0.025183501735204672,2.110983994409769e-09
2,300,128,20,100,8,tardos,0.5,8,capital-loss,0.006794741318893191,0.13278926423967694,0.07493016115197661,0.0207525904081944,29.597893185098705,0.016338564540401057,0.000332127220881879
