gamma,k,fingerprint_length,n_recipients,sk,embedding_ratio,vote_error,tp,tn
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.4375
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.515625
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.515625
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.546875
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.53125
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.5
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.453125
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.453125
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.53125
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.59375
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.40625
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.453125
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.515625
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.421875
2,300,64,20,105,0.5,0.023242710240878997,1.0,0.453125
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.546875
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.421875
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.609375
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.453125
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.578125
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.46875
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.515625
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.546875
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.453125
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.5625
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.484375
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.546875
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.453125
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.484375
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.5625
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.515625
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.484375
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.5
2,300,64,20,106,0.5,0.023548197327506515,1.0,0.328125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.453125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.5
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.484375
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.578125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.46875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.578125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.421875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.5
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.53125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.53125
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.625
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.46875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.4375
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.5625
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.421875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.4375
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.421875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.421875
2,300,64,20,107,0.5,0.023674454694370205,1.0,0.46875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.53125
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.546875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.609375
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.5625
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.5
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.609375
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.4375
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.46875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.546875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.515625
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.515625
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.484375
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.46875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.5
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.53125
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.5625
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.46875
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.53125
2,300,64,20,108,0.5,0.023591470643825496,1.0,0.484375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.421875
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.484375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.59375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.5
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.578125
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.5
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.5625
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.484375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.4375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.578125
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.546875
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.5
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.46875
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.53125
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.65625
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.515625
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.484375
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.53125
2,300,64,20,109,0.5,0.023585790541808073,1.0,0.578125
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.484375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.5234375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.546875
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4765625
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.5
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.46875
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4921875
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4609375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.5
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.484375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4609375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.5078125
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.515625
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.5859375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4375
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4453125
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.4765625
2,300,128,20,100,0.5,0.01364673252203274,1.0,0.484375
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.4765625
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5078125
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.4375
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.4453125
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5546875
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.625
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5625
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5546875
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5078125
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5078125
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.484375
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.6015625
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.4375
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.5390625
2,300,128,20,101,0.5,0.013391560315277804,1.0,0.46875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.546875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5390625
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.515625
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.4375
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.4453125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5703125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.46875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5234375
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.546875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5234375
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.4609375
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5078125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5546875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5546875
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.453125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.5703125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.53125
2,300,128,20,102,0.5,0.013620188572469953,1.0,0.46875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.546875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5234375
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5546875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.4765625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.515625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.546875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5390625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.515625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5859375
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.53125
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.4296875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5078125
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.6015625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.46875
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.5625
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.4453125
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.484375
2,300,128,20,103,0.5,0.013575706225568543,1.0,0.46875
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.4765625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.4375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5078125
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5859375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.53125
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.4765625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5078125
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.515625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.4375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.515625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5234375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.453125
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.484375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5078125
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.4609375
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5625
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.5
2,300,128,20,104,0.5,0.013534252783585856,1.0,0.515625
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.421875
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.5
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.609375
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4609375
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.515625
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.46875
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.421875
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.546875
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.515625
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4921875
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4140625
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4609375
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4453125
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.59375
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.484375
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.5390625
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.5
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.453125
2,300,128,20,105,0.5,0.013149008858697811,1.0,0.4921875
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.4765625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.4921875
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.4765625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.5234375
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.46875
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.453125
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.546875
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.546875
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.4609375
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.5234375
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.578125
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.515625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.453125
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.5390625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.5703125
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.5078125
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.515625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.4765625
2,300,128,20,106,0.5,0.013780915219571283,1.0,0.53125
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.515625
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.6171875
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.546875
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.4296875
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.4609375
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5234375
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5546875
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5234375
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.453125
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5234375
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.578125
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5546875
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.515625
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.4765625
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.4609375
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.4453125
2,300,128,20,107,0.5,0.013258083030418978,1.0,0.5625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.515625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.6015625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.515625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.4375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.484375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5390625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5234375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5703125
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.484375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.484375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.4609375
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.515625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5390625
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.5
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.578125
2,300,128,20,108,0.5,0.01338184088093868,1.0,0.4140625
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.453125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5078125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.4921875
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.4921875
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.4375
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.515625
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5234375
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.53125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.453125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.4921875
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.4453125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.515625
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.453125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5390625
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.484375
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.5078125
2,300,128,20,109,0.5,0.013751199232491206,1.0,0.484375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.484375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.5078125
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.51953125
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.4453125
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.53125
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.50390625
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.5
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.4609375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.4375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.4921875
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.515625
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.55859375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.46484375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.46875
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.50390625
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.484375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.43359375
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.4921875
2,300,256,20,100,0.5,0.00731911107252919,1.0,0.5
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.47265625
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.46875
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.47265625
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.48828125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.453125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.4296875
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.53125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.48828125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.47265625
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.5
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.5
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.48046875
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.51953125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.45703125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.5546875
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.46484375
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.546875
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.48828125
2,300,256,20,101,0.5,0.007220429473503651,1.0,0.453125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.421875
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.52734375
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.515625
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.5078125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.45703125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.51171875
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.5234375
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.5078125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.5
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.54296875
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.4921875
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.46484375
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.5234375
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.4609375
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.48828125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.51171875
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.53125
2,300,256,20,102,0.5,0.007123079312542511,1.0,0.47265625
