gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
16,300,128,20,100,0,tardos,0.0625,0,0.1,1.0,0.875,0.1365070431853061,0.0036619729061224374,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,,,0.0023708395445438926,
16,300,128,20,100,0,tardos,0.0625,1,0.1,0.984375,0.875,0.13591914443939018,0.0029836281992963727,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,4.169665277242564e-05,0.005809114351071007,0.0023708395445438926,0.008809052870351549
16,300,128,20,100,0,tardos,0.0625,2,0.1,1.0,0.875,0.13641228964873758,0.003552641902389533,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,4.169665277242564e-05,0.005809114351071007,,0.008809052870351549
16,300,128,20,100,0,tardos,0.0625,0,0.2,1.0,0.8125,0.20259602298162366,0.0032450287270295998,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,,,0.0023708395445438926,
16,300,128,20,100,0,tardos,0.0625,1,0.2,0.9765625,0.8125,0.20230904749358186,0.0028863093669773032,,,0.002424804642665401,0.005958129187216792,4.169665277242564e-05,,0.0023708395445438926,0.008809052870351549
16,300,128,20,100,0,tardos,0.0625,2,0.2,1.0,0.8125,0.20149043063825214,0.0018630382978151894,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,4.169665277242564e-05,0.005809114351071007,,0.008809052870351549
16,300,128,20,100,0,tardos,0.0625,0,0.3,1.0,0.75,0.26915795553281135,0.0033972120901973766,0.002719070906223392,0.0012526625375530954,0.002424804642665401,0.005958129187216792,,,0.0023708395445438926,
16,300,128,20,100,0,tardos,0.0625,1,0.3,0.9765625,0.75,0.2689187413329957,0.0030710109086304503,,,0.002424804642665401,0.005958129187216792,4.169665277242564e-05,,,0.008809052870351549
16,300,128,20,100,0,tardos,0.0625,2,0.3,0.984375,0.75,0.26808410851601416,0.0019328752491102061,,0.0012526625375530954,,,4.169665277242564e-05,0.005809114351071007,,
16,300,128,20,100,0,tardos,0.0625,0,0.4,0.984375,0.625,0.40233351094047454,0.003889184900790934,0.002719070906223392,0.0012526625375530954,0.002424804642665401,,,,0.0023708395445438926,
16,300,128,20,100,0,tardos,0.0625,1,0.4,0.984375,0.625,0.4022042068793618,0.0036736781322696276,,,0.002424804642665401,0.005958129187216792,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.4,0.953125,0.625,0.4012406271229351,0.002067711871558501,,0.0012526625375530954,,,,0.005809114351071007,,
16,300,128,20,100,0,tardos,0.0625,0,0.5,0.984375,0.5,0.5340783185966558,0.0015963969928338231,0.002719070906223392,0.0012526625375530954,0.002424804642665401,,,,,
16,300,128,20,100,0,tardos,0.0625,1,0.5,0.9375,0.5,0.5353598173083115,0.004342465660667513,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.5,0.921875,0.5,0.5344880150672454,0.0024743180012403543,,,,,,0.005809114351071007,,
16,300,128,20,100,0,tardos,0.0625,0,0.6,0.9765625,0.4375,0.6004682216508475,0.001170554127118593,,,0.002424804642665401,,,,,
16,300,128,20,100,0,tardos,0.0625,1,0.6,0.9375,0.4375,0.6020234068345831,0.005058517086457679,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.6,0.9140625,0.4375,0.601106813946945,0.0027670348673623636,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,0,0.7,0.9296875,0.375,0.6669771592102978,0.0009314776308932947,,,0.002424804642665401,,,,,
16,300,128,20,100,0,tardos,0.0625,1,0.7,0.8828125,0.375,0.6686151638242073,0.0058454914726221675,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.7,0.828125,0.375,0.6676731921082631,0.0030195763247896495,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,0,0.8,0.75,0.25,0.8001603384729964,0.0008016923649817143,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,1,0.8,0.84375,0.25,0.8017716824311284,0.008858412155641694,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.8,0.9375,0.25,0.8007297618291215,0.003648809145607682,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,0,0.9,0.2265625,0.125,0.9333903061605862,0.0008545924087926888,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,1,0.9,0.3359375,0.125,0.9349218590104854,0.023827885157281646,,,,,,,,
16,300,128,20,100,0,tardos,0.0625,2,0.9,0.484375,0.125,0.9334082430103757,0.0011236451556352332,,,,,,,,
16,450,128,20,100,0,tardos,0.0625,0,0.1,1.0,0.875,0.13672005670595955,0.00390775773764564,0.0033917072095019122,0.00247691147263221,0.0028038299514175644,0.006130647123238199,,,0.0030807139610675707,
16,450,128,20,100,0,tardos,0.0625,1,0.1,1.0,0.875,0.13614102521299773,0.0032396444765358523,0.0033917072095019122,0.00247691147263221,0.0028038299514175644,0.006130647123238199,0.0016073190678334533,0.00546871780244031,0.0030807139610675707,0.008093241593176922
16,450,128,20,100,0,tardos,0.0625,2,0.1,1.0,0.875,0.13662133286583386,0.003793845614423708,0.0033917072095019122,0.00247691147263221,0.0028038299514175644,0.006130647123238199,0.0016073190678334533,0.00546871780244031,,0.008093241593176922
16,450,128,20,100,0,tardos,0.0625,0,0.2,1.0,0.8125,0.20279803993542125,0.0034975499192765654,0.0033917072095019122,0.00247691147263221,0.0028038299514175644,0.006130647123238199,,,0.0030807139610675707,
