gamma,k,fingerprint_length,n_recipients,sk,id,embedding_ratio,recipient_id,accuracy,Horizontal_Distance_To_Hydrology-Vertical_Distance_To_Hydrology,Elevation-Horizontal_Distance_To_Roadways,Aspect-Hillshade_9am,Slope-Hillshade_Noon,Aspect-Hillshade_3pm,Hillshade_9am-Hillshade_3pm
4,300,128,20,100,11,0.25,11,0.02092727272727273,0.006465680329906035,0.0012837583272387483,0.0012628214285047702,0.0004881533587709377,0.0033627378438366023,0.002971415957144349
4,300,128,20,100,12,0.25,12,0.020948484848484848,0.006870333075107469,0.0005636423679872777,0.002258172387688516,0.0009679452947365095,0.003191839546829946,0.002899476706027473
4,300,128,20,100,13,0.25,13,0.020881818181818182,0.004865801286377002,0.0018894838647757707,0.0018564955771766733,0.0016221557313387909,0.003196300681810348,0.003383016757509857
4,300,128,20,100,14,0.25,14,0.02093030303030303,0.005401264637471936,0.0004870045554615863,0.001822498741216578,0.00013135203534234805,0.0027594908127169283,0.003394814035517285
4,300,128,20,100,15,0.25,15,0.020945454545454545,0.009030230739725769,0.0008280554146807346,0.002019829305602038,0.0024480593797813594,0.0018282502161810225,0.002161086239592282
4,300,128,20,100,16,0.25,16,0.02095151515151515,0.0051845810159362035,0.0007784583995367115,0.001536040036759605,0.0015404449552997475,0.002423379362796145,0.0031258116434822697
4,300,128,20,100,17,0.25,17,0.0209,0.005651641757662084,0.0008412315973406276,0.0021506721212161,0.0023069798003557407,0.002538274750572718,0.002954152767828973
4,300,128,20,100,18,0.25,18,0.020978787878787878,0.00574781557097236,0.001302840766854359,0.0023424048351926197,0.0013439912742004394,0.0026678686404480825,0.002491648464585958
4,300,128,20,100,19,0.25,19,0.02101212121212121,0.006883692508040775,0.00023838453800130582,0.0011586157098182072,0.00014900060566402072,0.003344245711627723,0.0027036533971528747
4,300,128,20,101,0,0.25,0,0.021609090909090908,0.010618174852314479,0.0008360117251097427,0.0006560257647728143,1.7757466248057587e-05,0.0020694754055043665,0.0009082728343080354
4,300,128,20,102,0,0.25,0,0.021333333333333333,0.009326071737874761,0.00029614160820013694,0.0025453063161330128,0.00022910740662093266,0.0022908333760264343,0.0017240107474743107
4,300,128,20,103,0,0.25,0,0.02161212121212121,0.006064746675178236,0.001912066841972925,0.00048537307417337224,0.0013264976818280563,0.002637167542210601,0.0020599821591867898
4,300,128,20,104,0,0.25,0,0.020833333333333332,0.013057907704734072,0.00034774197222897847,0.00018046759066645804,0.0010581448669823568,1.3666106966133694e-05,0.002094349596883559
4,300,128,20,105,0,0.25,0,0.02113030303030303,0.01194300936880495,0.002399258466025759,0.0009275610380130859,0.0039824585290347235,0.0014054381283829687,0.0008795781285833048
4,300,128,20,106,0,0.25,0,0.02113030303030303,0.009755261353269094,0.0025938522672808773,0.0017105278372331828,0.0014942888191938049,0.004167536884182155,0.002339223832764072
4,300,128,20,107,0,0.25,0,0.02108181818181818,0.012911304234479828,0.00040669243624554837,0.0015728545012017045,0.00013957530512432115,0.00362942873505273,0.002422441294446564
4,300,128,20,108,0,0.25,0,0.021118181818181817,0.007918422728025112,0.0021955918114392116,0.0004322369261873013,0.001862212320350068,0.0019898722829364513,0.0019071264789352086
4,300,128,20,109,0,0.25,0,0.02119090909090909,0.009517222119344373,0.003698720312251576,0.0016067735498454434,0.0014518117981957058,0.0022549048407745228,0.0024281687640749553
4,300,256,20,100,0,0.25,0,0.020890909090909092,0.007570357535591075,0.0010212228645676746,0.0011976317697798009,0.0007650605111036386,0.0029590672219311086,0.003401514900945714
4,300,256,20,101,0,0.25,0,0.02157272727272727,0.01069755067662487,0.0007553387523744849,0.0005843544504200854,0.0001198508470698164,0.002180871210194352,0.0025392615893409434
4,300,256,20,102,0,0.25,0,0.02134848484848485,0.009131827599216949,0.001483656101499658,0.001987228811761786,0.002357371000825916,0.0018579549901204168,0.0015120807545339428
4,300,256,20,103,0,0.25,0,0.02164242424242424,0.007457064393275822,0.002497606922734952,0.00039553686331403375,0.0005988167001256268,0.002495541134529695,0.0023764542179516225
4,300,256,20,104,0,0.25,0,0.02091818181818182,0.012853060945130569,0.0006857249352514295,0.0004589779882107972,0.0016983757480565054,0.0007006413534094369,0.0016514717949566015
4,300,256,20,105,0,0.25,0,0.021093939393939394,0.010429935915492617,0.001286441415837959,0.0013940946027369051,0.0033529053707598627,0.0027170087333026316,0.001701294322755014
4,300,256,20,106,0,0.25,0,0.021172727272727274,0.009763525540613383,0.0016756646293230439,0.0022236279220060155,0.002250665503146408,0.0034133202030560547,0.0017045288419748244
4,300,256,20,107,0,0.25,0,0.02099090909090909,0.011678055922163363,0.0004325351811517172,0.0013647860040904049,0.0011453960425481095,0.00458254560895093,0.0016418859546838104
4,300,256,20,108,0,0.25,0,0.021127272727272727,0.007694028512015713,0.0018697074571547314,0.0005824324697068176,0.001029505095297157,0.0011282377627621154,0.0016786199815553814
4,300,256,20,109,0,0.25,0,0.021242424242424243,0.008498081463651922,0.0005841610723513961,0.0025247583546844725,0.002006145830881389,0.001985997784667483,0.0016068056881857627
4,300,512,20,100,0,0.25,0,0.02092121212121212,0.006313203087432061,0.001021266579313408,0.0024782264296283013,0.0008539824542079136,0.0036693052218384984,0.002446197254258304
4,300,512,20,101,0,0.25,0,0.021603030303030304,0.010660017894732645,8.464724038957107e-05,0.00015692495209796326,0.0014709400521679857,0.001815231926804954,0.0013951364188805166
4,300,512,20,102,0,0.25,0,0.021336363636363636,0.009692969248283013,0.0016339896377730735,0.001917218396457004,0.0010810098180628449,0.0033934193171220486,0.002479685388191542
4,300,512,20,103,0,0.25,0,0.021596969696969698,0.006632437156205787,0.0023818983936340415,0.0008881687542822196,0.0014541635933151746,0.00443953739822203,0.002274487059629127
4,300,512,20,104,0,0.25,0,0.02087878787878788,0.013085055669685089,0.0014277914875243849,0.0005985845459163709,0.0003416364233927423,0.0002225721721457787,0.001592032139263886
4,300,512,20,105,0,0.25,0,0.021084848484848484,0.010555393010492499,0.0007809277308589056,0.0014003957216319337,0.0025391932052480195,0.0030796818905260087,0.0016944789329920993
4,300,512,20,106,0,0.25,0,0.021215151515151517,0.009389836265922703,0.0012829086802327338,0.0019445317540123085,0.0008535882690672821,0.0037243543184292704,0.0028228739908441602
4,300,512,20,107,0,0.25,0,0.0211,0.012429345583798228,0.0004951394128357986,0.0010542368552046374,0.0005885948303141678,0.004226590491844218,0.00233230992360117
4,300,512,20,108,0,0.25,0,0.021106060606060607,0.008351050290252592,0.0012299010667387352,0.0002240406811854851,0.0026350111809894136,0.0015960169363172625,0.0025158961486827034
4,300,512,20,109,0,0.25,0,0.021166666666666667,0.009804899048616133,0.0023274770170162835,0.0017485699838888163,0.002964474303267198,0.0022176947254097783,0.0015013269330270977
4,500,64,20,100,0,0.25,0,0.021018181818181818,0.0075113452524921374,0.0003006720895374888,0.002285987813680168,0.00024313064843240977,0.003422989239344849,0.0035809291520029576
