gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,kl_divergence,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
4,300,128,20,100,0,tardos,0.25,0,0.1,1.0,0.9,0.013533487823140861,0.0027373187554012826,0.009652610379604023,0.0012974820279538152,0.007881606223549277,0.026895659251908604,0.0009468477617426624,0.021798873282812638,0.018226491988220427,0.04066018696329293
4,300,128,20,100,0,tardos,0.25,1,0.1,1.0,0.9,0.014212453578713155,0.002855694583429271,0.009546588840077055,0.00017548062760269913,0.009735640306873957,0.02593827338531972,0.0009654880745919225,0.029944702693130335,0.008153776305441564,0.03731226472964172
4,300,128,20,100,0,tardos,0.25,2,0.1,1.0,0.9,0.014195173753209774,0.002834634079228716,0.00919100509012036,0.0048434763037847215,0.009753429441688846,0.02295616367329248,0.0009714310259620526,0.023371801524040496,0.0012112210972676613,0.045698649710355636
4,300,128,20,100,0,tardos,0.25,0,0.2,1.0,0.8,0.016255364925180104,0.003543957545665733,0.009997147195313093,0.0017139631743125414,0.008247323668599489,0.01727032746181458,0.0010590555270669376,0.016892551624855635,0.02137327304128867,0.04050410944575882
4,300,128,20,100,0,tardos,0.25,1,0.2,1.0,0.8,0.01698065879929476,0.003702846999841234,0.008809804314703698,0.0014382831096592995,0.00948491811527812,0.02905646700802027,0.0010835231309809946,0.040591397989883794,0.009724543929800973,0.03855752342538496
4,300,128,20,100,0,tardos,0.25,2,0.2,1.0,0.8,0.016339107538450755,0.003318225722474777,0.007421707214108248,0.008220367978485882,0.010913508115327647,0.02677906548448631,0.0010467224011488532,0.023408900994274638,0.003740857600221849,0.046104897453965135
4,300,128,20,100,0,tardos,0.25,0,0.3,1.0,0.7,0.019045833336742892,0.004407555154675468,0.010076421006600228,0.008565579857987676,0.009146308061729643,0.017560901870936885,0.0012055135258625782,0.01762558832048886,0.017073775451419953,0.04424742165227914
4,300,128,20,100,0,tardos,0.25,1,0.3,1.0,0.7,0.019978980478339445,0.004624066298899782,0.007238889328202399,0.0011081122300829701,0.00874064284482156,0.02613503734293687,0.0012310638560034217,0.04081448523513523,0.010949471254886467,0.030920267289876645
4,300,128,20,100,0,tardos,0.25,2,0.3,1.0,0.7,0.019093013970716173,0.004206627868516165,0.008502396412466936,0.00980312144699944,0.010033949211232015,0.033444273761204533,9.275133310792874e-05,0.03229522662023587,0.015394100988824207,0.05997258178520082
4,300,128,20,100,0,tardos,0.25,0,0.4,1.0,0.6,0.021376021179241946,0.005071889430520665,0.009305822256458875,0.011757133791231425,0.00822073916640398,0.01665249069391335,0.0013009580524550666,0.0063482596077623,0.016449687752155443,0.038186218243468226
4,300,128,20,100,0,tardos,0.25,1,0.4,1.0,0.6,0.023006967162189817,0.005919067985760891,0.008886116054318084,0.0020859276560166585,0.010033123071558642,0.03182682548642673,0.0014426074784136846,0.039736931849521095,0.008048313595359156,0.026792292161304087
4,300,128,20,100,0,tardos,0.25,2,0.4,1.0,0.6,0.02274888893625953,0.005739252327965305,0.009461070219846329,0.0065139947653947905,0.011422288904470525,0.030646248760060796,0.00010814566600569499,0.0356780247589955,0.015542580254779592,0.05472670650951283
4,300,128,20,100,0,tardos,0.25,0,0.5,1.0,0.5,0.024654157268686527,0.006457603182668498,0.01136638417657574,0.01424470376017355,0.006595631094936448,0.021581007759910266,0.0015541392849621177,0.005711796273962421,0.025035745237718454,0.04521689244994398
4,300,128,20,100,0,tardos,0.25,1,0.5,1.0,0.5,0.026693426102115968,0.007615090021270228,0.008939545045243198,0.006865771991148598,0.008711321626186614,0.02239475559068349,0.0017119865763051613,0.0415748269417176,0.00750688747384589,0.02723722635695614
4,300,128,20,100,0,tardos,0.25,2,0.5,1.0,0.5,0.02553774929977049,0.006636565474253329,0.010223620099023872,0.00036203320479096136,0.015601284530171613,0.030493327725913993,0.0001303537846649668,0.03180806966349883,0.01737614264612238,0.06687699168698018
4,300,128,20,100,0,tardos,0.25,0,0.6,1.0,0.4,0.029556702820907617,0.008770808892558652,0.009455968920405672,0.021709922859725672,0.010264983789519854,0.022113123192560202,4.677127055518865e-05,0.0050283093353226905,0.035178152676289896,0.030968146820111453
4,300,128,20,100,0,tardos,0.25,1,0.6,1.0,0.4,0.030483502269783313,0.009540506866484262,0.006772797903776462,0.0018282806969879071,0.0060842448771801045,0.023001513586565044,0.002017999530861828,0.033339463777249535,0.009009918950932937,0.02550970088835622
4,300,128,20,100,0,tardos,0.25,2,0.6,1.0,0.4,0.02971887395736513,0.008904486267109796,0.0065889737280710285,0.011332545895356464,0.008112000280195554,0.031267882766803944,0.00016288744836866995,0.03938748919591748,0.01333969219837834,0.0829984032602921
4,300,128,20,100,0,tardos,0.25,0,0.7,1.0,0.30000000000000004,0.0361394218323882,0.01194650107418817,0.011691773656564021,0.02661137521299498,0.007075279046510748,0.03403399973501279,6.152767230260588e-05,0.016061653059867353,0.04503272793851193,0.06643760845300281
4,300,128,20,100,0,tardos,0.25,1,0.7,0.984375,0.30000000000000004,0.03599090514580782,0.01248184681300752,0.008271169553506642,0.011309322979499919,0.0003597216410052441,0.013116536526015158,0.002662708561170914,0.052573636459836676,0.038344546963310876,0.005204962638462427
4,300,128,20,100,0,tardos,0.25,2,0.7,1.0,0.30000000000000004,0.034806718695457456,0.011944815950142258,0.009854647842791556,0.0065076247882607146,0.009128389363617496,0.026241102015881933,4.962696920074267e-14,0.03351900927410077,0.0009873376986935156,0.10159265993888202
4,300,128,20,100,0,tardos,0.25,0,0.8,0.9921875,0.19999999999999996,0.04379456263512563,0.016706968282442936,0.012218443654966866,0.013766128060700893,0.003146773399580322,0.02271390029371632,9.335198467363626e-05,0.03881059444481484,0.039349895055095896,0.061266919349828364
4,300,128,20,100,0,tardos,0.25,1,0.8,0.9765625,0.19999999999999996,0.04362267279212766,0.01832999056939464,0.007067662775332924,0.0002926257712657677,0.007955227454618971,0.028953304347102887,0.00020634673790841733,0.07518199949734936,0.035219694823683194,0.026330640015011546
