gamma,k,fingerprint_length,n_recipients,sk,id,embedding_ratio,recipient_id,attribute,rel_delta_mean,rel_delta_std
4,300,128,20,106,0,0.25,0,Aspect,8.824074074074891e-05,2.6292328126998678e-05
4,300,128,20,106,0,0.25,0,Slope,6.557377049165045e-06,0.0016306129388384946
4,300,128,20,106,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0010015388433854563,0.0038798373692974825
4,300,128,20,106,0,0.25,0,Vertical_Distance_To_Hydrology,0.00036004761904762415,0.0054832896109958465
4,300,128,20,106,0,0.25,0,Horizontal_Distance_To_Roadways,0.0002970633693972155,0.0017070914086823334
4,300,128,20,106,0,0.25,0,Hillshade_9am,3.858267716540428e-05,0.001300574471197474
4,300,128,20,106,0,0.25,0,Hillshade_Noon,6.752688172047138e-05,0.001230753797373464
4,300,128,20,106,0,0.25,0,Hillshade_3pm,5.913978494590772e-06,0.0009501350117372265
4,300,128,20,106,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0009375575073191289,0.00015950809719586146
4,300,128,20,106,0,0.25,0,Cover_Type,0.0024111111111111416,0.0006960489026162682
4,300,128,20,107,0,0.25,0,Id,0.0,0.0
4,300,128,20,107,0,0.25,0,Elevation,0.0002812520980194325,0.002513211296924083
4,300,128,20,107,0,0.25,0,Aspect,0.00015620370370375742,0.00032553330126331136
4,300,128,20,107,0,0.25,0,Slope,7.377049180328148e-05,0.0009343038001019819
4,300,128,20,107,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0010784810126582222,0.0032989856598725923
4,300,128,20,107,0,0.25,0,Vertical_Distance_To_Hydrology,0.00030914285714285733,0.005027804123521828
4,300,128,20,107,0,0.25,0,Horizontal_Distance_To_Roadways,0.0004991616317737088,0.0015478793650856124
4,300,128,20,107,0,0.25,0,Hillshade_9am,7.664041994747714e-05,0.0010318922804323828
4,300,128,20,107,0,0.25,0,Hillshade_Noon,9.720430107537844e-05,0.0014559047639746906
4,300,128,20,107,0,0.25,0,Hillshade_3pm,3.7634408602253834e-06,0.0003773193963932662
4,300,128,20,107,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0013715460755611237,0.000956409382996106
4,300,128,20,107,0,0.25,0,Cover_Type,0.0020166666666667035,1.4537489873035504e-05
4,300,128,20,108,0,0.25,0,Id,0.0,0.0
4,300,128,20,108,0,0.25,0,Elevation,0.0005321416582744654,0.0019714073312486024
4,300,128,20,108,0,0.25,0,Aspect,2.6481481481492133e-05,0.00013653371877776465
4,300,128,20,108,0,0.25,0,Slope,6.885245901637857e-05,0.0009303472462977593
4,300,128,20,108,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007881111938446317,0.0014227378717819486
4,300,128,20,108,0,0.25,0,Vertical_Distance_To_Hydrology,0.0005276190476190529,0.009032773761556381
4,300,128,20,108,0,0.25,0,Horizontal_Distance_To_Roadways,0.0005898459088567328,0.0021965792450529347
4,300,128,20,108,0,0.25,0,Hillshade_9am,5.0524934383200905e-05,0.0008443079830674525
4,300,128,20,108,0,0.25,0,Hillshade_Noon,6.537634408599138e-05,0.0011372159423610297
4,300,128,20,108,0,0.25,0,Hillshade_3pm,1.774193548388692e-05,0.0008110497718959774
4,300,128,20,108,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0011749337794507721,0.00017922347946707553
4,300,128,20,108,0,0.25,0,Cover_Type,0.0030111111111111497,0.001685449181157082
4,300,128,20,109,0,0.25,0,Id,0.0,0.0
4,300,128,20,109,0,0.25,0,Elevation,0.0003988586774085437,0.001287215159936978
4,300,128,20,109,0,0.25,0,Aspect,0.00017546296296294548,0.00023979324626018146
4,300,128,20,109,0,0.25,0,Slope,4.6448087431692515e-05,0.0018316938457275955
4,300,128,20,109,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007289898237776231,0.0022077756342457127
4,300,128,20,109,0,0.25,0,Vertical_Distance_To_Hydrology,0.0006030952380952418,0.008755541619091058
4,300,128,20,109,0,0.25,0,Horizontal_Distance_To_Roadways,0.0006485363683199852,0.0013809688567489422
4,300,128,20,109,0,0.25,0,Hillshade_9am,1.9422572178451075e-05,0.000761745502993787
4,300,128,20,109,0,0.25,0,Hillshade_Noon,6.215053763445476e-05,0.0011004813036289288
4,300,128,20,109,0,0.25,0,Hillshade_3pm,1.4650537634321931e-05,0.00036006395630665164
4,300,128,20,109,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0015156187555183949,0.0004563325421900867
4,300,128,20,109,0,0.25,0,Cover_Type,0.0020388888888889234,0.0005502123190352965
4,300,256,20,100,0,0.25,0,Id,0.0,0.0
4,300,256,20,100,0,0.25,0,Elevation,0.0002182611614634394,0.001062875413640523
4,300,256,20,100,0,0.25,0,Aspect,0.00029453703703702497,0.0001995772037868399
4,300,256,20,100,0,0.25,0,Slope,7.759562841531384e-05,0.00010906910310259453
4,300,256,20,100,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0006468106229833621,0.00029397462195403695
4,300,256,20,100,0,0.25,0,Vertical_Distance_To_Hydrology,0.0004392380952381002,0.008828476494541417
4,300,256,20,100,0,0.25,0,Horizontal_Distance_To_Roadways,0.0004784178726991707,0.0016649790494737285
4,300,256,20,100,0,0.25,0,Hillshade_9am,3.661417322833106e-05,0.001246128544740627
4,300,256,20,100,0,0.25,0,Hillshade_Noon,9.677419354848245e-05,0.0012167647938133408
4,300,256,20,100,0,0.25,0,Hillshade_3pm,9.811827956971155e-06,0.0006632223711003072
4,300,256,20,100,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0010471397369766372,0.0006264451795962673
4,300,256,20,100,0,0.25,0,Cover_Type,0.0022111111111111637,0.0009632684995730315
4,300,256,20,101,0,0.25,0,Id,0.0,0.0
4,300,256,20,101,0,0.25,0,Elevation,0.0004853977844914108,0.002337012906165252
4,300,256,20,101,0,0.25,0,Aspect,9.962962962962112e-05,0.0002230873164156636
4,300,256,20,101,0,0.25,0,Slope,6.174863387979282e-05,0.00217198495241997
4,300,256,20,101,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0008983618763961322,0.0023136179384082843
4,300,256,20,101,0,0.25,0,Vertical_Distance_To_Hydrology,0.00047780952380952006,0.0076580997446413
4,300,256,20,101,0,0.25,0,Horizontal_Distance_To_Roadways,0.00034677532668263343,0.001993057068176029
4,300,256,20,101,0,0.25,0,Hillshade_9am,4.1338582677194894e-05,0.0005169590794596002
4,300,256,20,101,0,0.25,0,Hillshade_Noon,7.053763440856e-05,0.0006637200417701187
4,300,256,20,101,0,0.25,0,Hillshade_3pm,3.6424731182744236e-05,0.0008807994339097161
4,300,256,20,101,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0014690227241042743,0.00037557842703816866
4,300,256,20,101,0,0.25,0,Cover_Type,0.001983333333333374,0.0009707447024435966
4,300,256,20,102,0,0.25,0,Id,0.0,0.0
4,300,256,20,102,0,0.25,0,Elevation,0.00017593152064454163,0.00203723299502785
4,300,256,20,102,0,0.25,0,Aspect,7.009259259255095e-05,3.5342490705646555e-05
4,300,256,20,102,0,0.25,0,Slope,7.978142076502582e-05,0.0009587139565940235
4,300,256,20,102,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007394142467113398,0.0016194982485232753
4,300,256,20,102,0,0.25,0,Vertical_Distance_To_Hydrology,0.00039690476190476227,0.004837842009724039
4,300,256,20,102,0,0.25,0,Horizontal_Distance_To_Roadways,0.00017717671303452552,0.0010660088139726263
4,300,256,20,102,0,0.25,0,Hillshade_9am,5.446194225723545e-05,0.0008144684128650715
4,300,256,20,102,0,0.25,0,Hillshade_Noon,0.00011999999999994953,0.0008748685643939655
4,300,256,20,102,0,0.25,0,Hillshade_3pm,3.0107526881803067e-05,0.0009227663355573406
4,300,256,20,102,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0005003904071388723,0.00045935864131765256
4,300,256,20,102,0,0.25,0,Cover_Type,0.002572222222222272,0.00015561586786134744
4,300,256,20,103,0,0.25,0,Id,0.0,0.0
4,300,256,20,103,0,0.25,0,Elevation,0.00043907351460213673,0.0018521684641919986
4,300,256,20,103,0,0.25,0,Aspect,0.00021212962962964513,7.957730623194356e-05
4,300,256,20,103,0,0.25,0,Slope,0.00012786885245900958,0.0003984447810227401
4,300,256,20,103,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0009746835443037956,0.0011034488456502492
4,300,256,20,103,0,0.25,0,Vertical_Distance_To_Hydrology,0.00025671428571428124,0.0036106063185534065
4,300,256,20,103,0,0.25,0,Horizontal_Distance_To_Roadways,0.0005886469017844886,0.002511227878599505
4,300,256,20,103,0,0.25,0,Hillshade_9am,6.141732283467037e-05,0.0014459768325880498
4,300,256,20,103,0,0.25,0,Hillshade_Noon,0.00014215053763436,0.0015485955618398525
4,300,256,20,103,0,0.25,0,Hillshade_3pm,7.795698924646163e-06,0.00021949081347675414
4,300,256,20,103,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0011859473023839555,0.00045965265334571814
4,300,256,20,103,0,0.25,0,Cover_Type,0.0020055555555555937,0.0004819789763516513
4,300,256,20,104,0,0.25,0,Id,0.0,0.0
4,300,256,20,104,0,0.25,0,Elevation,0.00011430010070486494,0.0015444171805440224
4,300,256,20,104,0,0.25,0,Aspect,0.0002366666666667072,0.0002621616686947373
4,300,256,20,104,0,0.25,0,Slope,7.650273224041417e-05,0.0008877235007599941
4,300,256,20,104,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007303301067262267,0.0013345496956199486
4,300,256,20,104,0,0.25,0,Vertical_Distance_To_Hydrology,0.000450333333333331,0.007652251436665775
4,300,256,20,104,0,0.25,0,Horizontal_Distance_To_Roadways,0.0005241581190576959,0.0009505465097159138
4,300,256,20,104,0,0.25,0,Hillshade_9am,6.246719160110943e-05,0.0009957723282320175
4,300,256,20,104,0,0.25,0,Hillshade_Noon,0.00010645161290327569,0.0015852063978291776
4,300,256,20,104,0,0.25,0,Hillshade_3pm,4.6370967741984995e-05,0.0008511179956651651
4,300,256,20,104,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0015442632092569672,0.000815252823680444
4,300,256,20,104,0,0.25,0,Cover_Type,0.0024111111111111416,3.099993055171357e-05
4,300,256,20,105,0,0.25,0,Id,0.0,0.0
4,300,256,20,105,0,0.25,0,Elevation,0.0003633266196709989,0.00027554073067182405
4,300,256,20,105,0,0.25,0,Aspect,8.611111111160123e-06,0.0002234978489532761
4,300,256,20,105,0,0.25,0,Slope,7.158469945354039e-05,0.0011968424943955727
4,300,256,20,105,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0008198064035740872,0.0027253183691292445
4,300,256,20,105,0,0.25,0,Vertical_Distance_To_Hydrology,0.0004871428571428587,0.0075482017132751725
4,300,256,20,105,0,0.25,0,Horizontal_Distance_To_Roadways,0.00042098730738608897,0.0009819610572465176
4,300,256,20,105,0,0.25,0,Hillshade_9am,6.876640419951995e-05,0.0014029059155371189
4,300,256,20,105,0,0.25,0,Hillshade_Noon,7.483870967751999e-05,0.0010606763062194074
4,300,256,20,105,0,0.25,0,Hillshade_3pm,1.0752688172056153e-05,0.0004666927792153099
4,300,256,20,105,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0007765476854434348,7.477094884143555e-05
4,300,256,20,105,0,0.25,0,Cover_Type,0.0018000000000000238,1.2347683617621807e-05
4,300,256,20,106,0,0.25,0,Id,0.0,0.0
4,300,256,20,106,0,0.25,0,Elevation,0.00024872440416235546,0.0026326149280332116
4,300,256,20,106,0,0.25,0,Aspect,7.925925925920613e-05,1.7079852547753144e-07
4,300,256,20,106,0,0.25,0,Slope,8.688524590164069e-05,0.001807820416175118
4,300,256,20,106,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0008478778853313478,0.002602328056962394
4,300,256,20,106,0,0.25,0,Vertical_Distance_To_Hydrology,0.00035966666666666927,0.005159880635857362
4,300,256,20,106,0,0.25,0,Horizontal_Distance_To_Roadways,0.0003065430190623637,0.0010154125000359966
4,300,256,20,106,0,0.25,0,Hillshade_9am,4.6719160104971244e-05,0.0012684567698067165
4,300,256,20,106,0,0.25,0,Hillshade_Noon,7.1397849462352e-05,0.0008608626912179875
4,300,256,20,106,0,0.25,0,Hillshade_3pm,1.3844086021506538e-05,0.0011373393112034677
4,300,256,20,106,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0008237046331149456,0.00030526348106052015
4,300,256,20,106,0,0.25,0,Cover_Type,0.0024055555555555497,0.0003272596015299994
4,300,256,20,107,0,0.25,0,Id,0.0,0.0
4,300,256,20,107,0,0.25,0,Elevation,0.00036602886874791715,0.0025291136707790885
4,300,256,20,107,0,0.25,0,Aspect,0.00043648148148152344,0.0005591586403761105
4,300,256,20,107,0,0.25,0,Slope,9.999999999999991e-05,7.933441428814731e-05
4,300,256,20,107,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0008704641350211062,0.0035541849770459716
4,300,256,20,107,0,0.25,0,Vertical_Distance_To_Hydrology,0.000360666666666672,0.005868199807624152
4,300,256,20,107,0,0.25,0,Horizontal_Distance_To_Roadways,0.0005658142475762675,0.002047914002618228
4,300,256,20,107,0,0.25,0,Hillshade_9am,6.089238845145085e-05,0.0006839078490491549
4,300,256,20,107,0,0.25,0,Hillshade_Noon,0.00010301075268810769,0.0016231500569880912
4,300,256,20,107,0,0.25,0,Hillshade_3pm,1.545698924736653e-05,0.0006929277276794173
4,300,256,20,107,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0013585343185092279,0.0010097127019817256
4,300,256,20,107,0,0.25,0,Cover_Type,0.0022166666666666814,0.0005262541438640485
4,300,256,20,108,0,0.25,0,Id,0.0,0.0
4,300,256,20,108,0,0.25,0,Elevation,0.0004056562604901257,0.001365935119339105
4,300,256,20,108,0,0.25,0,Aspect,0.0001243518518517956,1.2045457175858747e-05
4,300,256,20,108,0,0.25,0,Slope,0.00015792349726776036,0.001250963578910495
4,300,256,20,108,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007769918093819766,0.0006922314888914328
4,300,256,20,108,0,0.25,0,Vertical_Distance_To_Hydrology,0.00045966666666666964,0.008056577200959718
4,300,256,20,108,0,0.25,0,Horizontal_Distance_To_Roadways,0.0006024448503583127,0.002532805956803452
4,300,256,20,108,0,0.25,0,Hillshade_9am,4.1207349081390015e-05,0.0006190385595189513
4,300,256,20,108,0,0.25,0,Hillshade_Noon,4.817204301070154e-05,0.0008775544038378344
4,300,256,20,108,0,0.25,0,Hillshade_3pm,1.666666666676153e-05,0.0005773143245965221
4,300,256,20,108,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0009266322784516223,8.940031205949161e-05
4,300,256,20,108,0,0.25,0,Cover_Type,0.00276111111111114,0.000837405341318871
4,300,256,20,109,0,0.25,0,Id,0.0,0.0
4,300,256,20,109,0,0.25,0,Elevation,0.0002534407519300619,0.001376421871695246
4,300,256,20,109,0,0.25,0,Aspect,2.3703703703701094e-05,1.2744502511390718e-05
4,300,256,20,109,0,0.25,0,Slope,2.185792349726535e-05,0.0017499687403373253
4,300,256,20,109,0,0.25,0,Horizontal_Distance_To_Hydrology,0.000728220402084891,0.0023190998721867285
4,300,256,20,109,0,0.25,0,Vertical_Distance_To_Hydrology,0.0004806666666666664,0.008425445540766815
4,300,256,20,109,0,0.25,0,Horizontal_Distance_To_Roadways,0.00026565968807080575,0.0011696303999749185
4,300,256,20,109,0,0.25,0,Hillshade_9am,2.178477690293894e-05,0.0008087092355096479
4,300,256,20,109,0,0.25,0,Hillshade_Noon,0.00011397849462358893,0.0013290450856396313
4,300,256,20,109,0,0.25,0,Hillshade_3pm,5.672043010757615e-05,0.0011669003382219125
4,300,256,20,109,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0013526929690041792,0.0007167177100206124
4,300,256,20,109,0,0.25,0,Cover_Type,0.002255555555555603,7.805293268895868e-06
4,500,64,20,100,0,0.25,0,Id,0.0,0.0
4,500,64,20,100,0,0.25,0,Elevation,0.0001349278281303021,0.0006879446380966416
4,500,64,20,100,0,0.25,0,Aspect,0.0002283333333333341,2.6298702826560085e-05
4,500,64,20,100,0,0.25,0,Slope,0.0001103825136611973,0.0006666833413432842
4,500,64,20,100,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0008254157359146141,0.0013241694314299563
4,500,64,20,100,0,0.25,0,Vertical_Distance_To_Hydrology,0.0007709523809523842,0.014818118653022797
4,500,64,20,100,0,0.25,0,Horizontal_Distance_To_Roadways,0.00030857102711818394,0.001757792104676437
4,500,64,20,100,0,0.25,0,Hillshade_9am,0.00010131233595801158,0.0023544103696770727
4,500,64,20,100,0,0.25,0,Hillshade_Noon,0.00012107526881718954,0.0022777188504864146
4,500,64,20,100,0,0.25,0,Hillshade_3pm,7.379032258057347e-05,0.00047118333709670067
4,500,64,20,100,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.001285993772944836,0.0004900480468301913
4,500,64,20,100,0,0.25,0,Cover_Type,0.0010555555555555873,1.07449593568496e-05
4,500,64,20,101,0,0.25,0,Id,0.0,0.0
4,500,64,20,101,0,0.25,0,Elevation,0.0003765021819401533,0.0016819210390007797
4,500,64,20,101,0,0.25,0,Aspect,0.00017759259259264581,0.0003309205075590874
4,500,64,20,101,0,0.25,0,Slope,0.0001306010928961714,0.0027227524120934142
4,500,64,20,101,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0009651278232812096,0.0023292847054181645
4,500,64,20,101,0,0.25,0,Vertical_Distance_To_Hydrology,0.0005459999999999964,0.009103470665912125
4,500,64,20,101,0,0.25,0,Horizontal_Distance_To_Roadways,0.000293166596412342,0.001308619287687556
4,500,64,20,101,0,0.25,0,Hillshade_9am,4.1207349081390015e-05,0.0007324835009439632
4,500,64,20,101,0,0.25,0,Hillshade_Noon,9.827956989243508e-05,0.0010168984268246171
4,500,64,20,101,0,0.25,0,Hillshade_3pm,3.051075268815346e-05,0.0008925222053790023
4,500,64,20,101,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0010137878154189582,0.0004473020239073977
4,500,64,20,101,0,0.25,0,Cover_Type,0.001383333333333366,0.0004876347848234017
4,500,64,20,102,0,0.25,0,Id,0.0,0.0
4,500,64,20,102,0,0.25,0,Elevation,0.00018363544813700122,0.002543849965146365
4,500,64,20,102,0,0.25,0,Aspect,0.00010935185185185029,1.7026578803975884e-05
4,500,64,20,102,0,0.25,0,Slope,0.00015956284153005164,0.0018780287413488102
4,500,64,20,102,0,0.25,0,Horizontal_Distance_To_Hydrology,0.000683122362869189,0.00020496036040591875
4,500,64,20,102,0,0.25,0,Vertical_Distance_To_Hydrology,0.000597285714285718,0.012216099014123738
4,500,64,20,102,0,0.25,0,Horizontal_Distance_To_Roadways,0.00040241674863004533,0.0015572466312730627
4,500,64,20,102,0,0.25,0,Hillshade_9am,0.00010669291338578792,0.0015601841551001591
4,500,64,20,102,0,0.25,0,Hillshade_Noon,0.00015655913978500921,0.0017813463399313685
4,500,64,20,102,0,0.25,0,Hillshade_3pm,3.3602150537603848e-06,0.0008983737297340928
4,500,64,20,102,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0007596207473508533,0.000174287371132805
4,500,64,20,102,0,0.25,0,Cover_Type,0.0012722222222222672,0.0006644746948230438
4,500,64,20,103,0,0.25,0,Id,0.0,0.0
4,500,64,20,103,0,0.25,0,Elevation,0.00039372272574682765,0.0022719356619214817
4,500,64,20,103,0,0.25,0,Aspect,0.00021018518518513613,9.583385848710422e-05
4,500,64,20,103,0,0.25,0,Slope,0.00011530054644807109,0.0015220080659629545
4,500,64,20,103,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0009569123852072482,0.0009623547864595563
4,500,64,20,103,0,0.25,0,Vertical_Distance_To_Hydrology,0.00036728571428571604,0.005873009485415912
4,500,64,20,103,0,0.25,0,Horizontal_Distance_To_Roadways,0.0005196196899442626,0.002658018401388455
4,500,64,20,103,0,0.25,0,Hillshade_9am,0.00011640419947512536,0.001968373328928274
4,500,64,20,103,0,0.25,0,Hillshade_Noon,0.00016107526881723383,0.0018849519378136568
4,500,64,20,103,0,0.25,0,Hillshade_3pm,5.510752688171615e-05,0.0009687220413536177
4,500,64,20,103,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.001145002091175232,0.0003623969881139721
4,500,64,20,103,0,0.25,0,Cover_Type,0.0016944444444444429,2.8977486010667767e-05
4,500,64,20,104,0,0.25,0,Id,0.0,0.0
4,500,64,20,104,0,0.25,0,Elevation,0.00015360859348758038,0.002634694658443857
4,500,64,20,104,0,0.25,0,Aspect,3.666666666669964e-05,4.005412165626735e-05
4,500,64,20,104,0,0.25,0,Slope,0.00021639344262294155,0.001117871326031264
4,500,64,20,104,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007551005212211566,0.0006212040422472665
4,500,64,20,104,0,0.25,0,Vertical_Distance_To_Hydrology,0.0005395714285714246,0.01091231743946176
4,500,64,20,104,0,0.25,0,Horizontal_Distance_To_Roadways,0.0004387241815371923,0.0008991116394816904
4,500,64,20,104,0,0.25,0,Hillshade_9am,5.459317585304033e-05,0.0011381002877069028
4,500,64,20,104,0,0.25,0,Hillshade_Noon,0.00016989247311823507,0.0033036759053757477
4,500,64,20,104,0,0.25,0,Hillshade_3pm,3.6424731182858837e-05,0.0009958254483144265
4,500,64,20,104,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0013922533574980385,0.0003239883838072887
4,500,64,20,104,0,0.25,0,Cover_Type,0.0017277777777777725,0.0002842983272348955
4,500,64,20,105,0,0.25,0,Id,0.0,0.0
4,500,64,20,105,0,0.25,0,Elevation,0.00047004028197386436,0.0018734380701492966
4,500,64,20,105,0,0.25,0,Aspect,0.0002260185185185214,9.249118174523436e-05
4,500,64,20,105,0,0.25,0,Slope,0.0002759562841529933,0.0007476635984789145
4,500,64,20,105,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0007569620253164639,0.0015509201160250267
4,500,64,20,105,0,0.25,0,Vertical_Distance_To_Hydrology,0.0005670476190476238,0.012020459143521614
4,500,64,20,105,0,0.25,0,Horizontal_Distance_To_Roadways,0.0004621797573884524,0.0011301995124451537
4,500,64,20,105,0,0.25,0,Hillshade_9am,0.00011994750656174525,0.002066289682531738
4,500,64,20,105,0,0.25,0,Hillshade_Noon,0.00016064516129033783,0.0022891104624772596
4,500,64,20,105,0,0.25,0,Hillshade_3pm,3.897849462265779e-06,0.0011121440847531255
4,500,64,20,105,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0011826408254322677,0.0008439617009799946
4,500,64,20,105,0,0.25,0,Cover_Type,0.0014222222222222136,0.00011225248762143395
4,500,64,20,106,0,0.25,0,Id,0.0,0.0
4,500,64,20,106,0,0.25,0,Elevation,0.000305102383350085,0.002438616084594356
4,500,64,20,106,0,0.25,0,Aspect,0.00014398148148144527,0.0001370838724528924
4,500,64,20,106,0,0.25,0,Slope,0.00018907103825135257,0.001800414041147644
4,500,64,20,106,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0009196326631918496,0.002891987306473024
4,500,64,20,106,0,0.25,0,Vertical_Distance_To_Hydrology,0.00042209523809524235,0.006465497954523824
4,500,64,20,106,0,0.25,0,Horizontal_Distance_To_Roadways,0.0003550091330617035,0.0013044779221646858
4,500,64,20,106,0,0.25,0,Hillshade_9am,4.921259842515209e-05,0.0015969594071788516
4,500,64,20,106,0,0.25,0,Hillshade_Noon,0.00013870967741937539,0.001613975668100759
4,500,64,20,106,0,0.25,0,Hillshade_3pm,5.645161290395377e-06,0.0011426659697098332
4,500,64,20,106,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0008320089223477348,0.0005191669940002621
4,500,64,20,106,0,0.25,0,Cover_Type,0.0017555555555555842,0.0005881642989333831
4,500,64,20,107,0,0.25,0,Id,0.0,0.0
4,500,64,20,107,0,0.25,0,Elevation,0.00034011413225910366,0.0025982273341146563
4,500,64,20,107,0,0.25,0,Aspect,0.0004074074074074316,0.0006415646929204437
4,500,64,20,107,0,0.25,0,Slope,0.0001306010928961714,0.0002458901451805571
4,500,64,20,107,0,0.25,0,Horizontal_Distance_To_Hydrology,0.000926681558699421,0.0031793111261921828
4,500,64,20,107,0,0.25,0,Vertical_Distance_To_Hydrology,0.0004359047619047577,0.007832187843034
4,500,64,20,107,0,0.25,0,Horizontal_Distance_To_Roadways,0.00035677954194185255,0.0016202277036076044
4,500,64,20,107,0,0.25,0,Hillshade_9am,9.107611548556651e-05,0.0011106273658262403
4,500,64,20,107,0,0.25,0,Hillshade_Noon,0.00015268817204294524,0.002493771730461469
4,500,64,20,107,0,0.25,0,Hillshade_3pm,2.1505376344112305e-05,0.0013300754666804564
4,500,64,20,107,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0012133045215856236,0.0009130156299801071
4,500,64,20,107,0,0.25,0,Cover_Type,0.0014222222222222136,0.000727484297867157
4,500,64,20,108,0,0.25,0,Id,0.0,0.0
4,500,64,20,108,0,0.25,0,Elevation,0.0006060926485397917,0.002251426501043831
4,500,64,20,108,0,0.25,0,Aspect,0.00018462962962960066,3.493023051239219e-05
4,500,64,20,108,0,0.25,0,Slope,0.0002852459016393201,0.0008866911631768007
4,500,64,20,108,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0009210970464134991,0.002350058883132094
4,500,64,20,108,0,0.25,0,Vertical_Distance_To_Hydrology,0.000658761904761909,0.013718163416136877
4,500,64,20,108,0,0.25,0,Horizontal_Distance_To_Roadways,0.0004975457823989625,0.0021288751163311575
4,500,64,20,108,0,0.25,0,Hillshade_9am,5.944881889759716e-05,0.0013350986700035336
4,500,64,20,108,0,0.25,0,Hillshade_Noon,8.086021505369723e-05,0.001052747722646068
4,500,64,20,108,0,0.25,0,Hillshade_3pm,1.3440860215041539e-05,0.000591086785005576
4,500,64,20,108,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.0009468330312747415,0.000254205337640487
4,500,64,20,108,0,0.25,0,Cover_Type,0.0021277777777778026,0.0009316523189733556
4,500,64,20,109,0,0.25,0,Id,0.0,0.0
4,500,64,20,109,0,0.25,0,Elevation,0.0004587613293050381,0.0015472392277970778
4,500,64,20,109,0,0.25,0,Aspect,0.00010250000000000783,0.00015431063676806924
4,500,64,20,109,0,0.25,0,Slope,0.0002453551912568218,0.0027075549918129283
4,500,64,20,109,0,0.25,0,Horizontal_Distance_To_Hydrology,0.0006944899478778936,0.001957153618931299
4,500,64,20,109,0,0.25,0,Vertical_Distance_To_Hydrology,0.0006735238095238064,0.010314355928230422
4,500,64,20,109,0,0.25,0,Horizontal_Distance_To_Roadways,0.0003384618987401159,0.0010713959082281
4,500,64,20,109,0,0.25,0,Hillshade_9am,3.910761154851191e-05,0.0010012142085958635
4,500,64,20,109,0,0.25,0,Hillshade_Noon,0.00015677419354845722,0.002234080556731481
4,500,64,20,109,0,0.25,0,Hillshade_3pm,3.9650537634464226e-05,0.0010126837408361781
4,500,64,20,109,0,0.25,0,Horizontal_Distance_To_Fire_Points,0.001245499326176906,0.0006307858104308341
4,500,64,20,109,0,0.25,0,Cover_Type,0.001188888888888906,0.0013358482520988916
4,500,128,20,100,0,0.25,0,Id,0.0,0.0
4,500,128,20,100,0,0.25,0,Elevation,0.0002969788519636158,0.000965254885233229
4,500,128,20,100,0,0.25,0,Aspect,0.0002809259259259357,0.00011214904761979903
4,500,128,20,100,0,0.25,0,Slope,0.000215300546448071,0.0005747132760544274
4,500,128,20,100,0,0.25,0,Horizontal_Distance_To_Hydrology,0.000970116654256634,0.003257738716030821
4,500,128,20,100,0,0.25,0,Vertical_Distance_To_Hydrology,0.000706238095238092,0.013283809638725757
4,500,128,20,100,0,0.25,0,Horizontal_Distance_To_Roadways,0.00026235305137935785,0.0009694119996483471
