gamma,k,fingerprint_length,n_recipients,sk,id,embedding_ratio,recipient_id,Horizontal_Distance_To_Hydrology_Vertical_Distance_To_Hydrology,Elevation_Horizontal_Distance_To_Roadways,Aspect_Hillshade_9am,Slope_Hillshade_Noon,Aspect_Hillshade_3pm,Hillshade_9am_Hillshade_3pm
8,300,64,20,104,0,0.125,0,0.02878412992324103,0.0014698248902613906,-0.00019330898583147158,-0.007457185296861823,0.0006054914836168528,-0.0006862142275363454
8,300,64,20,105,0,0.125,0,0.02882742566692826,0.0014126828067100472,-0.0013163505715380675,-0.005385987339943504,4.5833621459384916e-05,-6.088698417352187e-05
8,300,64,20,106,0,0.125,0,0.022366465131285738,0.000517949446015006,-0.0006744296141144319,-0.0072458727936695645,0.00028644663298131454,-1.599077404421626e-05
8,300,64,20,107,0,0.125,0,0.028952100099299875,0.000770504954606626,-0.0005887514495805539,-0.00947875544166939,0.00012453440058229022,-0.00047696261262264645
8,300,64,20,108,0,0.125,0,0.025110088250497698,0.00185339787408887,-0.00023249650307498518,-0.008019686380147434,0.0002350084686282832,-0.00037266346000341147
8,300,64,20,109,0,0.125,0,0.0258225900220482,0.002635624511236837,-0.0010688301600805836,-0.012169451333303407,0.0005924905035964574,-0.00014531936161001196
8,300,128,20,100,0,0.125,0,0.025809628263511273,0.00046921127900552005,-0.0003894490653907537,-0.011538620356150919,0.00019247196040563926,-0.00018961192016288722
8,300,128,20,102,0,0.125,0,0.02735042971853897,0.0016188777671583333,-0.0007956343176343698,-0.011836129366153981,3.651650976207399e-05,-0.00039940550893912557
8,300,128,20,103,0,0.125,0,0.022902451212913632,0.0012031586995105298,-0.0006807264792116931,-0.011401272207660598,2.24499733385596e-05,-8.931546977442076e-05
8,300,128,20,104,0,0.125,0,0.02695487845441384,0.0008377030438036358,-0.0006506421025542508,-0.006827204865178109,0.0005503199943282948,-0.0001511341760319372
8,300,128,20,105,0,0.125,0,0.028390772386935464,0.0016517096052435102,-0.0011968193864113428,-0.006637850312761241,0.00026968753423781236,-3.365421255640508e-05
8,300,128,20,106,0,0.125,0,0.026119227083986195,0.0012368234760029065,-0.0008679117523535315,-0.007290854562142451,0.0003227618849194788,-1.2234176378438827e-05
8,300,128,20,107,0,0.125,0,0.030707943409843223,0.0011485688811956635,-0.00023162666641437742,-0.00926205205457141,0.00014246086951741704,-0.0003671753206583998
8,300,128,20,108,0,0.125,0,0.0264002992992516,0.0016948725342191531,-0.0001083951312859199,-0.008299443974449936,0.00010398985059442498,-0.0003968875941336899
8,300,128,20,109,0,0.125,0,0.02583554918169371,0.002637992641421516,-0.0006345842152903184,-0.011045907808743913,0.0011377069980469945,-0.0003332077871070917
8,300,256,20,100,0,0.125,0,0.025995999075927787,0.000774524676394424,-0.0005993741244002023,-0.011679362346864156,1.8852051017950717e-05,-0.0004127694690650056
8,300,256,20,102,0,0.125,0,0.026196258287491034,0.0015498368348162393,-0.00029777034229860346,-0.011071420075812823,0.0003549764944079875,-0.00021414944279579738
8,300,256,20,103,0,0.125,0,0.023424479805003565,0.001589213510951115,-0.0006681167855246058,-0.011988705445184208,0.00011495983645571065,-2.0540913088215782e-05
8,300,256,20,104,0,0.125,0,0.03026214610861588,0.0008380015434720206,-0.0004986834444107182,-0.006920104186388044,0.0003262273164448103,-0.0004676311592186921
8,300,256,20,105,0,0.125,0,0.027811583655995065,0.0017711335548922815,-0.0008713582600490663,-0.005676433261658389,0.00018551113021808137,-0.00026509268373770673
8,300,256,20,106,0,0.125,0,0.02236458210534366,0.00022958170396824483,-0.0007836899412288817,-0.00669028191549248,0.0003214788721847339,-0.00022767560782519674
8,300,256,20,107,0,0.125,0,0.03144848525451379,0.0014370834681667617,-4.2838753415007674e-05,-0.00875539703807088,0.0002712405199275642,-0.0006736954124284111
8,300,256,20,108,0,0.125,0,0.02668532321584262,0.0009020506964351678,-0.0001874568380281266,-0.009227833564741104,0.0004314932664364169,-0.0002253505045518104
8,300,256,20,109,0,0.125,0,0.025302806900356065,0.0005491284363540638,-0.00015470899408524737,-0.01035886221891895,0.00015501697756864114,-0.0001468410545992078
8,500,64,20,100,0,0.125,0,0.024637143556048246,2.621308945747905e-05,-0.0003019168936343153,-0.012920610617629103,0.00046455027209514285,-6.923407989299888e-05
8,500,64,20,102,0,0.125,0,0.030251319273881576,0.0013338268224525203,-0.0002632354668745406,-0.012626663029824702,0.0008629874168585247,-7.857761575527148e-05
8,500,64,20,103,0,0.125,0,0.024584575751706715,0.0013881012497556655,-0.0007713949456717706,-0.013093895114330047,9.888528330683979e-05,-0.0005592566298073845
8,500,64,20,104,0,0.125,0,0.03077736234378424,0.0012187418779452132,-3.930311385486652e-05,-0.009357638696621663,0.0005640912428339917,-0.000661466883084245
8,500,64,20,105,0,0.125,0,0.03020605889511147,0.0010331742528556192,-0.001367532192214966,-0.006409757819243811,0.00045373309044880415,-2.962097939587544e-05
8,500,64,20,106,0,0.125,0,0.023942853749185145,0.0001560644512540628,-0.0009841884614024492,-0.008459019487540747,0.00021452148660952762,-0.00013477123458561924
8,500,64,20,107,0,0.125,0,0.029283489540201543,0.0008255550290154923,-0.0003243025764847519,-0.010587770265529433,3.3285927147427724e-05,-0.0004502632284282825
8,500,64,20,108,0,0.125,0,0.028602052748154853,0.002322360271205323,-0.0002817121041665713,-0.008882528437168396,0.00019110906639458294,-0.0001729563011247508
8,500,64,20,109,0,0.125,0,0.0263302324766276,0.0027909507005748004,-0.001060783852947122,-0.013099199116786933,0.0005391206672832894,-0.0002157293283573657
8,500,128,20,100,0,0.125,0,0.0270887536450592,0.0007492913239875551,-0.00011999988112809144,-0.01276380793198607,0.0006403880827369461,-0.00011931117705486155
8,500,128,20,102,0,0.125,0,0.029020458027234,0.0016148680232477568,-0.0008191809391164082,-0.013112579421662038,0.00023062469312884544,-0.0004310923452726257
8,500,128,20,103,0,0.125,0,0.025556666756391472,0.0014889992437758643,-0.0005229666144127849,-0.013004008222361913,0.00030439415935202706,-6.075296978993566e-05
8,500,128,20,104,0,0.125,0,0.027486460667715658,0.0004392453946003491,-0.0004440035853011325,-0.008676237055015025,0.0006082686516780926,-3.156915107862258e-06
8,500,128,20,105,0,0.125,0,0.030144667984153828,0.0012858415413769253,-0.0010090930693781208,-0.0073185238951106605,1.1579432070570564e-05,-0.0003681759219732065
8,500,128,20,106,0,0.125,0,0.027909911674835728,0.0009818211396740908,-0.0013335301775744884,-0.008495611130751698,4.5193320450099716e-05,-5.734850880311919e-05
8,500,128,20,107,0,0.125,0,0.03191448807658313,0.0012253001237963513,-1.7153052015683522e-05,-0.01043889737097439,8.271558544593328e-05,-0.0003240225102042349
8,500,128,20,108,0,0.125,0,0.02730039929410535,0.002076795526067061,-3.662976438735614e-05,-0.009143234335214558,0.00027180630335788626,-4.404267449921e-05
8,500,128,20,109,0,0.125,0,0.026799926758155842,0.002724003412728001,-0.0009619402166057761,-0.011472162695122313,0.00035073616558074577,-0.00013714695763460266
8,500,256,20,100,0,0.125,0,0.026535558329240674,0.0008243831063446604,-0.00047220140526549727,-0.01260804643098267,0.0004554787481961483,-5.4112805664733115e-05
8,500,256,20,102,0,0.125,0,0.02758642118671877,0.0013204273860719926,-0.00039210164802578663,-0.012369331267673424,0.0005119413704830756,-2.7055465629725516e-05
8,500,256,20,103,0,0.125,0,0.026245915180433864,0.0017825901838416315,-4.694663272373264e-05,-0.01332987805111664,0.0002570561614240696,-0.0001502086467291916
8,500,256,20,104,0,0.125,0,0.032985330119050804,0.0005535597581741734,-0.00032077543615808803,-0.009142061062845751,0.00038699749923926287,-0.0004728328168140405
8,500,256,20,105,0,0.125,0,0.03017550486706025,0.0012120419480744287,-0.0009212212862915062,-0.006652999893934727,0.00017027561701691185,-0.00044312888381415114
8,500,256,20,106,0,0.125,0,0.024038604369046854,0.0005654801347733965,-0.0010837364892460888,-0.008023300576673626,0.00011252003402611458,-0.00020407956470244612
