gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
2,300,128,20,103,0,tardos,0.5,0,0.2,1.0,0.8125,0.2195373047085711,0.0244216308857139,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.2,1.0,0.8125,0.2093731438949995,0.0117164298687494,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,0.0019917255178264,0.0555979851151923,0.0104791229918478,0.0784644914588632
2,300,128,20,103,0,tardos,0.5,2,0.2,1.0,0.8125,0.2185419054940447,0.0231773818675558,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,0.0555979851151923,,0.0784644914588632
2,300,128,20,103,0,tardos,0.5,0,0.3,1.0,0.75,0.2816277283265844,0.0204014477180696,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.3,1.0,0.75,0.2760105718852609,0.0127416889344466,0.017935075974434,,,0.0619247773854707,0.0019917255178264,0.0555979851151923,0.0104791229918478,0.0784644914588632
2,300,128,20,103,0,tardos,0.5,2,0.3,1.0,0.75,0.2851397674159174,0.0251905919307965,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,0.0555979851151923,,0.0784644914588632
2,300,128,20,103,0,tardos,0.5,0,0.4,1.0,0.625,0.4145204248027955,0.0242007080046592,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.4,1.0,0.625,0.408903268361472,0.0148387806024533,0.017935075974434,,,0.0619247773854707,,0.0555979851151923,0.0104791229918478,0.0784644914588632
2,300,128,20,103,0,tardos,0.5,2,0.4,1.0,0.625,0.4182569057509845,0.0304281762516408,0.017935075974434,,,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,0,0.5,1.0,0.5,0.5382280889861437,0.0104887621131652,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.5,1.0,0.5,0.5403031028938032,0.0149352204867212,,,,0.0619247773854707,,,0.0104791229918478,
2,300,128,20,103,0,tardos,0.5,2,0.5,1.0,0.5,0.5506179612098314,0.0370384883067816,,,,,,,,
2,300,128,20,103,0,tardos,0.5,0,0.6,1.0,0.4375,0.6037502702010495,0.0093756755026239,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.6,1.0,0.4375,0.6066011334256578,0.0165028335641444,,,,0.0619247773854707,,,0.0104791229918478,
2,300,128,20,103,0,tardos,0.5,2,0.6,1.0,0.4375,0.6169127957641698,0.0422819894104245,,,,,,,,
2,300,128,20,103,0,tardos,0.5,0,0.7,1.0,0.375,0.6703876981913109,0.0111630945739326,0.017935075974434,,,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.7,1.0,0.375,0.6727148359685238,0.0181445079055712,,,,,,,0.0104791229918478,
2,300,128,20,103,0,tardos,0.5,2,0.7,1.0,0.375,0.6818329199516954,0.0454987598550861,,,,,,,,
2,300,128,20,103,0,tardos,0.5,0,0.8,1.0,0.25,0.8016701935928883,0.0083509679644411,,,,0.0619247773854707,,,,
2,300,128,20,103,0,tardos,0.5,1,0.8,0.953125,0.25,0.8049309398327696,0.0246546991638477,,,,,,,0.0104791229918478,
2,300,128,20,103,0,tardos,0.5,2,0.8,1.0,0.25,0.8102857147837603,0.0514285739188019,,,,,,,,
2,300,128,20,103,0,tardos,0.5,0,0.9,0.8203125,0.125,0.933886297457134,0.0082944618570102,,,,,,,,
2,300,128,20,103,0,tardos,0.5,1,0.9,0.9921875,0.125,0.9379095763819868,0.0686436457298014,,,,,,,,
2,300,128,20,103,0,tardos,0.5,2,0.9,1.0,0.125,0.9344778187850942,0.0171672817764128,,,,,,,,
2,300,128,20,104,0,tardos,0.5,0,0.1,1.0,0.875,0.1525736136428397,0.0222003234340458,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,,0.0591054319805517,,0.0667902886330484
2,300,128,20,104,0,tardos,0.5,1,0.1,1.0,0.875,0.1437679702211767,0.0120399656398193,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,0.0591054319805517,0.0006329096122127,0.0667902886330484
2,300,128,20,104,0,tardos,0.5,2,0.1,1.0,0.875,0.1529246189307866,0.022605329535523,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,,,
2,300,128,20,104,0,tardos,0.5,0,0.2,1.0,0.8125,0.2185681045932344,0.023210130741543,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,,0.0591054319805517,,0.0667902886330484
2,300,128,20,104,0,tardos,0.5,1,0.2,1.0,0.8125,0.2102399528815842,0.0127999411019803,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,,0.0006329096122127,
2,300,128,20,104,0,tardos,0.5,2,0.2,1.0,0.8125,0.210735240844289,0.0134190510553613,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,,,
2,300,128,20,104,0,tardos,0.5,0,0.3,1.0,0.75,0.2851954206055358,0.0252664826439124,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,,0.0591054319805517,,0.0667902886330484
2,300,128,20,104,0,tardos,0.5,1,0.3,1.0,0.75,0.2766468937865199,0.0136094006179817,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,,0.0006329096122127,
2,300,128,20,104,0,tardos,0.5,2,0.3,1.0,0.75,0.272770435568632,0.0083233212299528,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,,,
2,300,128,20,104,0,tardos,0.5,0,0.4,1.0,0.625,0.4183171438708038,0.0305285731180063,0.0213688728105975,,,0.056212146974528,,,,
2,300,128,20,104,0,tardos,0.5,1,0.4,1.0,0.625,0.4099128997265458,0.016521499544243,0.0213688728105975,,,0.056212146974528,,,,
2,300,128,20,104,0,tardos,0.5,2,0.4,1.0,0.625,0.4053761785412622,0.0089602975687702,0.0213688728105975,0.0042151796573695,0.0181595018827988,,0.0019292112483069,,,
2,300,128,20,104,0,tardos,0.5,0,0.5,1.0,0.5,0.5506047285957549,0.0370101327051891,,,,,,,,
2,300,128,20,104,0,tardos,0.5,1,0.5,1.0,0.5,0.5382322511270126,0.0104976809864555,0.0213688728105975,,,0.056212146974528,,,,
2,300,128,20,104,0,tardos,0.5,2,0.5,1.0,0.5,0.5375449190804972,0.0090248266010653,0.0213688728105975,0.0042151796573695,0.0181595018827988,,,,,
2,300,128,20,104,0,tardos,0.5,0,0.6,1.0,0.4375,0.6170116695006906,0.0425291737517265,,,,,,,,
2,300,128,20,104,0,tardos,0.5,1,0.6,1.0,0.4375,0.6042267420774073,0.0105668551935183,0.0213688728105975,,,0.056212146974528,,,,
2,300,128,20,104,0,tardos,0.5,2,0.6,1.0,0.4375,0.6038290757566209,0.0095726893915523,0.0213688728105975,0.0042151796573695,0.0181595018827988,,,,,
2,300,128,20,104,0,tardos,0.5,0,0.7,1.0,0.375,0.6819611581493732,0.0458834744481194,,,,,,,,
2,300,128,20,104,0,tardos,0.5,1,0.7,1.0,0.375,0.670315524734664,0.0109465742039922,,,,,,,,
2,300,128,20,104,0,tardos,0.5,2,0.7,1.0,0.375,0.6696901811265042,0.0090705433795125,0.0213688728105975,0.0042151796573695,0.0181595018827988,,,,,
2,300,128,20,104,0,tardos,0.5,0,0.8,1.0,0.25,0.8103527462063042,0.0517637310315209,,,,,,,,
2,300,128,20,104,0,tardos,0.5,1,0.8,0.8671875,0.25,0.802066802006428,0.0103340100321402,,,,,,,,
2,300,128,20,104,0,tardos,0.5,2,0.8,0.890625,0.25,0.8006341607255815,0.0031708036279073,,,0.0181595018827988,,,,,
2,300,128,20,104,0,tardos,0.5,0,0.9,1.0,0.125,0.9344475247959304,0.0167128719389564,,,,,,,,
2,300,128,20,104,0,tardos,0.5,1,0.9,0.765625,0.125,0.933643606667412,0.0046541000111791,,,,,,,,
2,300,128,20,104,0,tardos,0.5,2,0.9,0.3515625,0.125,0.9333726839876988,0.0005902598154798,,,,,,,,
2,300,128,20,105,0,tardos,0.5,0,0.1,1.0,0.875,0.1536400612929474,0.0234308399534009,0.0202979962244132,0.0016761734284012,0.0176316866414158,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,1,0.1,1.0,0.875,0.1523617297935871,0.0219558420695236,,,,0.0543670433787372,0.0011227250466746,,0.0171617713040668,0.0634129759507608
2,300,128,20,105,0,tardos,0.5,2,0.1,1.0,0.875,0.1537769074701816,0.023588739388671,0.0202979962244132,,,0.0543670433787372,0.0011227250466746,0.0501451299214885,,0.0634129759507608
2,300,128,20,105,0,tardos,0.5,0,0.2,1.0,0.8125,0.2111252739566769,0.0139065924458462,0.0202979962244132,0.0016761734284012,0.0176316866414158,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,1,0.2,1.0,0.8125,0.2141393043116161,0.0176741303895201,,,,0.0543670433787372,0.0011227250466746,,0.0171617713040668,0.0634129759507608
2,300,128,20,105,0,tardos,0.5,2,0.2,1.0,0.8125,0.2202466975779954,0.0253083719724943,0.0202979962244132,,,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,0,0.3,1.0,0.75,0.272902848474706,0.0085038842836899,0.0202979962244132,0.0016761734284012,0.0176316866414158,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,1,0.3,1.0,0.75,0.2807000197457229,0.0191363905623494,,,,0.0543670433787372,,,0.0171617713040668,0.0634129759507608
2,300,128,20,105,0,tardos,0.5,2,0.3,1.0,0.75,0.2820242720960245,0.0209421892218515,0.0202979962244132,,,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,0,0.4,1.0,0.625,0.4054785007574393,0.009130834595732,0.0202979962244132,0.0016761734284012,0.0176316866414158,,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,1,0.4,1.0,0.625,0.4126606153419248,0.0211010255698746,,,,0.0543670433787372,,,0.0171617713040668,
2,300,128,20,105,0,tardos,0.5,2,0.4,1.0,0.625,0.4134344077524753,0.022390679587459,0.0202979962244132,,,0.0543670433787372,0.0011227250466746,,,
2,300,128,20,105,0,tardos,0.5,0,0.5,1.0,0.5,0.5376180997713769,0.0091816423672361,0.0202979962244132,0.0016761734284012,0.0176316866414158,,,,,
2,300,128,20,105,0,tardos,0.5,1,0.5,1.0,0.5,0.5447702523955035,0.0245076837046502,,,,,,,0.0171617713040668,
2,300,128,20,105,0,tardos,0.5,2,0.5,1.0,0.5,0.5464182007763311,0.0280390016635665,0.0202979962244132,,,0.0543670433787372,,,,
2,300,128,20,105,0,tardos,0.5,0,0.6,1.0,0.4375,0.6039671213811133,0.0099178034527831,0.0202979962244132,0.0016761734284012,0.0176316866414158,,,,,
2,300,128,20,105,0,tardos,0.5,1,0.6,1.0,0.4375,0.6114190459210531,0.0285476148026326,,,,,,,,
2,300,128,20,105,0,tardos,0.5,2,0.6,1.0,0.4375,0.6127672223860674,0.0319180559651686,0.0202979962244132,,,0.0543670433787372,,,,
2,300,128,20,105,0,tardos,0.5,0,0.7,1.0,0.375,0.6698361056502647,0.009508316950794,0.0202979962244132,0.0016761734284012,0.0176316866414158,,,,,
2,300,128,20,105,0,tardos,0.5,1,0.7,1.0,0.375,0.6777884486883423,0.0333653460650268,,,,,,,,
2,300,128,20,105,0,tardos,0.5,2,0.7,1.0,0.375,0.6702524350497969,0.0107573051493908,0.0202979962244132,,,0.0543670433787372,,,,
2,300,128,20,105,0,tardos,0.5,0,0.8,0.921875,0.25,0.8007096609090224,0.003548304545112,,,0.0176316866414158,,,,,
2,300,128,20,105,0,tardos,0.5,1,0.8,0.9921875,0.25,0.8100568004661416,0.050284002330708,,,,,,,,
2,300,128,20,105,0,tardos,0.5,2,0.8,0.9609375,0.25,0.8026160752060469,0.0130803760302351,,,,,,,,
2,300,128,20,105,0,tardos,0.5,0,0.9,0.390625,0.125,0.9334392845658932,0.001589268488398,,,,,,,,
2,300,128,20,105,0,tardos,0.5,1,0.9,0.71875,0.125,0.9425147873362704,0.1377218100440576,,,,,,,,
2,300,128,20,105,0,tardos,0.5,2,0.9,0.515625,0.125,0.9350457749093052,0.0256866236395785,,,,,,,,
2,300,128,20,106,0,tardos,0.5,0,0.1,1.0,0.875,0.1527306889734624,0.022381564200149,0.0198528935823241,,,0.0492074803833415,0.0001938439489476,0.0613184840130972,,0.078752160531891
2,300,128,20,106,0,tardos,0.5,1,0.1,1.0,0.875,0.1524999342436289,0.0221153087426487,0.0198528935823241,0.0062681326318098,0.0199945427613914,0.0492074803833415,0.0001938439489476,0.0613184840130972,,0.078752160531891
2,300,128,20,106,0,tardos,0.5,2,0.1,1.0,0.875,0.1476573454604387,0.0165277063005062,0.0198528935823241,0.0062681326318098,0.0199945427613914,0.0492074803833415,0.0001938439489476,0.0613184840130972,0.0105567856095335,0.078752160531891
2,300,128,20,106,0,tardos,0.5,0,0.2,1.0,0.8125,0.2191484035242949,0.0239355044053686,0.0198528935823241,,,0.0492074803833415,0.0001938439489476,,,
2,300,128,20,106,0,tardos,0.5,1,0.2,1.0,0.8125,0.2191326448262512,0.023915806032814,0.0198528935823241,0.0062681326318098,0.0199945427613914,0.0492074803833415,,0.0613184840130972,,0.078752160531891
2,300,128,20,106,0,tardos,0.5,2,0.2,1.0,0.8125,0.2125926838023322,0.0157408547529153,,,0.0199945427613914,0.0492074803833415,0.0001938439489476,,0.0105567856095335,0.078752160531891
2,300,128,20,106,0,tardos,0.5,0,0.3,1.0,0.75,0.2811655167204671,0.0197711591642733,0.0198528935823241,,,0.0492074803833415,0.0001938439489476,,,
