gamma,k,fingerprint_length,n_recipients,sk,n_colluders,strategy,threshold,embedding_ratio,colluders,accusation_scores,total_accusations,hit_abs,hit_rate,false_accusation_abs,false_accusation_rate,recall
8,300,128,20,100,5,random_flip,1,0.125,[13 19  1  8 12],"[56.14492163 65.15583497 54.06548008 60.30380471 56.14492163 55.45177444
 56.83806881 59.61065753 61.69009907 56.14492163 59.61065753 61.69009907
 63.76954061 61.69009907 51.29289136 54.75862726 55.45177444 56.14492163
 57.53121599 62.38324625]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random_flip,1,0.125,[18  8  2  7 13],"[64.46268779 64.46268779 65.15583497 63.76954061 65.84898215 64.46268779
 62.38324625 69.31471806 67.92842369 59.61065753 63.07639343 63.76954061
 64.46268779 67.23527651 63.76954061 62.38324625 60.30380471 67.23527651
 60.99695189 63.07639343]",4,3,0.75,1,0.25,0.6
8,300,128,20,100,5,random_flip,1,0.125,[10 14 18 17  6],"[57.53121599 60.30380471 60.30380471 57.53121599 60.30380471 58.22436317
 63.07639343 63.76954061 58.91751035 60.30380471 63.76954061 61.69009907
 60.99695189 62.38324625 60.99695189 56.83806881 58.91751035 59.61065753
 55.45177444 53.3723329 ]",4,2,0.5,2,0.5,0.4
8,300,128,20,100,5,random_flip,1,0.125,[ 0 14 15  6 12],"[61.69009907 60.30380471 61.69009907 60.99695189 60.99695189 51.98603854
 65.15583497 63.76954061 58.22436317 59.61065753 57.53121599 60.99695189
 61.69009907 51.29289136 64.46268779 63.07639343 61.69009907 58.91751035
 57.53121599 56.14492163]",3,2,0.6666666666666666,1,0.33333333333333337,0.4
8,300,128,20,100,5,random_flip,1,0.125,[10  5  1 15 18],"[56.83806881 64.46268779 57.53121599 58.91751035 57.53121599 60.30380471
 58.22436317 59.61065753 58.91751035 56.14492163 63.76954061 60.99695189
 61.69009907 56.14492163 58.22436317 65.84898215 57.53121599 56.14492163
 60.30380471 58.22436317]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random_flip,1,0.125,[ 6 18 11 19 13],"[57.53121599 60.30380471 64.46268779 54.75862726 56.83806881 58.22436317
 63.76954061 60.30380471 60.30380471 60.99695189 56.83806881 64.46268779
 59.61065753 60.30380471 58.22436317 56.14492163 56.83806881 60.99695189
 57.53121599 63.76954061]",4,3,0.75,1,0.25,0.6
8,300,128,20,100,5,random_flip,1,0.125,[ 7 12  0  1 17],"[64.46268779 63.76954061 56.83806881 56.14492163 58.22436317 60.30380471
 59.61065753 64.46268779 57.53121599 57.53121599 59.61065753 61.69009907
 64.46268779 60.99695189 60.30380471 56.14492163 59.61065753 63.76954061
 53.3723329  51.98603854]",5,5,1.0,0,0.0,1.0
8,300,128,20,100,5,random_flip,1,0.125,[11 10  9  0  1],"[64.46268779 66.54212933 62.38324625 61.69009907 58.91751035 61.69009907
 60.30380471 63.07639343 59.61065753 59.61065753 62.38324625 64.46268779
 63.76954061 58.22436317 59.61065753 57.53121599 60.30380471 59.61065753
 54.06548008 54.75862726]",4,3,0.75,1,0.25,0.6
8,300,128,20,100,5,random_flip,1,0.125,[11  8 12  5 19],"[57.53121599 58.91751035 61.69009907 59.61065753 60.99695189 61.69009907
 59.61065753 61.69009907 62.38324625 56.14492163 59.61065753 64.46268779
 64.46268779 60.99695189 58.22436317 57.53121599 55.45177444 63.07639343
 57.53121599 65.15583497]",4,3,0.75,1,0.25,0.6
8,300,128,20,100,5,random_flip,1,0.125,[18 19  5 12 14],"[57.53121599 58.91751035 58.22436317 58.22436317 57.53121599 60.30380471
 59.61065753 60.99695189 54.75862726 56.14492163 58.91751035 56.83806881
 60.99695189 58.91751035 60.99695189 59.61065753 58.22436317 57.53121599
 61.69009907 66.54212933]",2,2,1.0,0,0.0,0.4
8,300,128,20,100,10,random_flip,1,0.125,[12 17  7 19 11  2 14 18  9  0],"[59.61065753 60.99695189 58.91751035 60.30380471 55.45177444 56.83806881
 56.83806881 61.69009907 60.99695189 56.83806881 57.53121599 58.91751035
 60.99695189 62.38324625 59.61065753 56.83806881 57.53121599 59.61065753
 50.59974418 57.53121599]",2,1,0.5,1,0.5,0.09999999999999998
8,300,128,20,100,10,random_flip,1,0.125,[ 3 18 10  6 13 16 14  8  9  2],"[51.29289136 54.75862726 53.3723329  56.14492163 53.3723329  51.98603854
 57.53121599 56.14492163 55.45177444 54.06548008 56.14492163 57.53121599
 53.3723329  54.06548008 52.67918572 55.45177444 56.83806881 54.06548008
 53.3723329  52.67918572]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
8,300,128,20,100,10,random_flip,1,0.125,[ 1 12  3  9  0 18  8  7  6 10],"[55.45177444 56.14492163 57.53121599 58.91751035 52.67918572 56.83806881
 57.53121599 59.61065753 54.75862726 53.3723329  55.45177444 56.14492163
 58.91751035 52.67918572 58.22436317 56.14492163 49.906597   54.06548008
 52.67918572 54.06548008]",4,3,0.75,1,0.25,0.30000000000000004
8,300,128,20,100,10,random_flip,1,0.125,[ 8 12  7 19 14 18  6  1  3  2],"[59.61065753 56.14492163 54.75862726 58.91751035 57.53121599 53.3723329
 54.06548008 58.22436317 54.06548008 56.14492163 58.22436317 51.98603854
 56.14492163 57.53121599 56.83806881 55.45177444 54.75862726 58.91751035
 49.906597   58.22436317]",3,1,0.3333333333333333,2,0.6666666666666667,0.09999999999999998
8,300,128,20,100,10,random_flip,1,0.125,[15  3 14  5 13 11  6 18 19  8],"[52.67918572 53.3723329  54.06548008 53.3723329  51.29289136 53.3723329
 52.67918572 54.06548008 54.06548008 49.906597   54.06548008 58.22436317
 52.67918572 54.06548008 51.98603854 54.06548008 53.3723329  55.45177444
 46.4408611  56.14492163]",2,2,1.0,0,0.0,0.19999999999999996
8,300,128,20,100,10,random_flip,1,0.125,[ 4  0 19 17 11 18  7  3 15 13],"[58.22436317 53.3723329  57.53121599 54.75862726 56.14492163 54.06548008
 60.30380471 56.14492163 53.3723329  56.14492163 60.30380471 62.38324625
 57.53121599 60.99695189 55.45177444 56.83806881 56.14492163 56.14492163
 50.59974418 56.83806881]",4,2,0.5,2,0.5,0.19999999999999996
8,300,128,20,100,10,random_flip,1,0.125,[ 6  9 16  3  1  5 11  2 10  0],"[57.53121599 58.91751035 54.06548008 57.53121599 56.14492163 58.91751035
 60.99695189 56.83806881 55.45177444 53.3723329  59.61065753 62.38324625
 56.14492163 58.22436317 53.3723329  58.91751035 57.53121599 58.22436317
 49.21344982 52.67918572]",2,2,1.0,0,0.0,0.19999999999999996
8,300,128,20,100,10,random_flip,1,0.125,[ 4 17  2  1  5  7  9  8 19 13],"[56.83806881 59.61065753 56.14492163 54.06548008 54.75862726 51.98603854
 52.67918572 59.61065753 55.45177444 54.06548008 58.22436317 54.06548008
 53.3723329  59.61065753 55.45177444 54.06548008 52.67918572 51.98603854
 50.59974418 58.91751035]",5,4,0.8,1,0.19999999999999996,0.4
8,300,128,20,100,10,random_flip,1,0.125,[ 5  9  8 12  2 10  6 11 14 15],"[54.75862726 55.45177444 59.61065753 51.98603854 56.83806881 56.83806881
 60.99695189 56.14492163 56.83806881 54.06548008 56.14492163 61.69009907
 52.67918572 52.67918572 54.75862726 63.07639343 54.06548008 54.06548008
 51.29289136 56.14492163]",4,4,1.0,0,0.0,0.4
8,300,128,20,100,10,random_flip,1,0.125,[18  0 19 14  5 12  8 15  9 17],"[55.45177444 49.21344982 52.67918572 52.67918572 51.29289136 53.3723329
 58.91751035 54.06548008 56.14492163 51.98603854 49.906597   52.67918572
 50.59974418 51.98603854 54.06548008 55.45177444 51.98603854 55.45177444
 51.98603854 62.38324625]",2,1,0.5,1,0.5,0.09999999999999998
8,300,256,20,100,2,random_flip,1,0.125,[ 6 12],"[122.68705096 126.15278686 125.45963968 128.2322284  120.60760942
 119.91446224 146.94720228 126.15278686 133.08425867 126.15278686
 123.38019814 126.84593404 149.719791   120.60760942 128.92537558
 120.60760942 125.45963968 121.99390378 125.45963968 119.22131506]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[18  1],"[122.68705096 152.49237972 118.52816788 129.61852276 121.3007566
 117.8350207  121.99390378 131.00481713 127.53908122 126.15278686
 127.53908122 122.68705096 126.84593404 117.8350207  126.15278686
 116.44872633 126.15278686 121.3007566  149.02664382 116.44872633]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[16 10],"[131.00481713 128.2322284  124.7664925  126.84593404 129.61852276
 132.39111149 131.69796431 134.47055303 132.39111149 136.54999457
 153.87867408 131.00481713 131.00481713 133.08425867 132.39111149
 124.7664925  158.03755717 126.84593404 128.2322284  125.45963968]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[17 13],"[131.00481713 128.2322284  127.53908122 128.92537558 126.15278686
 121.99390378 121.3007566  134.47055303 133.08425867 129.61852276
 131.00481713 131.00481713 128.92537558 147.64034946 124.7664925
 117.14187351 125.45963968 151.10608536 121.99390378 122.68705096]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[6 4],"[129.61852276 124.07334532 118.52816788 126.15278686 145.56090792
 127.53908122 152.49237972 133.77740585 132.39111149 131.69796431
 121.3007566  133.08425867 121.99390378 115.06243197 128.2322284
 128.92537558 129.61852276 126.84593404 133.08425867 121.3007566 ]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[2 1],"[124.07334532 154.57182126 146.2540551  126.84593404 118.52816788
 122.68705096 126.15278686 131.69796431 130.31166995 125.45963968
 122.68705096 127.53908122 127.53908122 123.38019814 124.07334532
 122.68705096 121.3007566  119.91446224 125.45963968 119.22131506]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[16  9],"[133.08425867 131.69796431 128.2322284  128.2322284  129.61852276
 128.2322284  130.31166995 136.54999457 127.53908122 154.57182126
 137.93628893 134.47055303 129.61852276 127.53908122 130.31166995
 123.38019814 155.26496845 130.31166995 131.00481713 120.60760942]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[19  4],"[123.38019814 119.91446224 121.99390378 129.61852276 150.41293818
 128.2322284  119.91446224 129.61852276 133.08425867 125.45963968
 124.07334532 126.84593404 122.68705096 121.99390378 126.15278686
 121.99390378 120.60760942 127.53908122 129.61852276 149.02664382]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[19 18],"[124.7664925  121.99390378 124.07334532 128.92537558 128.2322284
 121.3007566  123.38019814 131.00481713 129.61852276 123.38019814
 125.45963968 124.7664925  128.92537558 123.38019814 121.99390378
 117.14187351 121.99390378 124.7664925  149.719791   149.719791  ]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,2,random_flip,1,0.125,[11  2],"[129.61852276 128.2322284  153.87867408 126.84593404 126.15278686
 123.38019814 125.45963968 130.31166995 127.53908122 126.15278686
 121.99390378 155.95811563 126.15278686 122.68705096 124.7664925
 122.68705096 128.2322284  133.08425867 129.61852276 118.52816788]",2,2,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[15  3  5],"[113.67613761 122.68705096 117.14187351 135.85684739 120.60760942
 136.54999457 123.38019814 121.99390378 124.07334532 117.14187351
 119.91446224 124.07334532 124.7664925  115.75557915 126.84593404
 134.47055303 121.3007566  113.67613761 125.45963968 121.3007566 ]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[13 15 14],"[121.99390378 124.07334532 116.44872633 121.3007566  114.36928479
 116.44872633 124.7664925  128.2322284  130.31166995 121.3007566
 121.99390378 125.45963968 121.99390378 133.08425867 137.24314175
 136.54999457 118.52816788 117.14187351 117.8350207  124.7664925 ]",4,3,0.75,1,0.25,1.0
8,300,256,20,100,3,random_flip,1,0.125,[15 10  9],"[123.38019814 124.07334532 121.99390378 121.99390378 117.14187351
 121.99390378 129.61852276 129.61852276 122.68705096 137.93628893
 139.32258329 124.7664925  117.8350207  121.3007566  128.92537558
 132.39111149 125.45963968 119.91446224 118.52816788 118.52816788]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[ 2 17  0],"[135.85684739 117.8350207  134.47055303 124.07334532 121.3007566
 119.91446224 117.8350207  125.45963968 124.7664925  124.7664925
 121.99390378 124.7664925  115.75557915 117.8350207  121.99390378
 109.51725453 121.3007566  141.40202483 120.60760942 113.67613761]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[11 16 17],"[122.68705096 117.8350207  123.38019814 119.91446224 121.99390378
 118.52816788 124.07334532 126.84593404 123.38019814 128.2322284
 119.91446224 141.40202483 118.52816788 111.59669607 120.60760942
 117.8350207  132.39111149 137.24314175 124.7664925  109.51725453]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[ 4  1 12],"[118.52816788 137.93628893 119.22131506 127.53908122 129.61852276
 115.75557915 118.52816788 126.84593404 124.7664925  117.8350207
 121.3007566  126.15278686 133.77740585 119.91446224 120.60760942
 115.75557915 117.14187351 121.3007566  124.07334532 114.36928479]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[ 9 14  1],"[127.53908122 142.09517201 121.99390378 128.2322284  119.22131506
 119.91446224 124.7664925  133.77740585 124.7664925  137.24314175
 121.99390378 119.91446224 123.38019814 117.8350207  139.32258329
 115.06243197 124.07334532 118.52816788 124.07334532 111.59669607]",4,3,0.75,1,0.25,1.0
8,300,256,20,100,3,random_flip,1,0.125,[10  5 15],"[120.60760942 117.14187351 117.14187351 119.91446224 117.8350207
 133.77740585 123.38019814 125.45963968 123.38019814 120.60760942
 133.77740585 122.68705096 114.36928479 121.3007566  122.68705096
 130.31166995 123.38019814 116.44872633 117.8350207  115.06243197]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[ 2 14 16],"[125.45963968 120.60760942 134.47055303 128.2322284  119.22131506
 120.60760942 124.07334532 129.61852276 128.2322284  126.15278686
 124.07334532 124.7664925  127.53908122 119.22131506 138.62943611
 119.22131506 136.54999457 125.45963968 120.60760942 114.36928479]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,3,random_flip,1,0.125,[3 4 7],"[124.07334532 121.3007566  120.60760942 137.93628893 133.77740585
 115.75557915 116.44872633 143.48146638 127.53908122 126.15278686
 123.38019814 128.2322284  119.22131506 117.8350207  125.45963968
 115.06243197 119.22131506 123.38019814 125.45963968 118.52816788]",3,3,1.0,0,0.0,1.0
8,300,256,20,100,5,random_flip,1,0.125,[ 0  2  7 11  8],"[119.91446224 117.14187351 121.3007566  112.98299043 109.51725453
 112.28984325 119.22131506 125.45963968 126.84593404 117.8350207
 112.28984325 127.53908122 108.13096017 113.67613761 114.36928479
 108.13096017 115.06243197 113.67613761 117.14187351 108.13096017]",3,3,1.0,0,0.0,0.6
8,300,256,20,100,5,random_flip,1,0.125,[ 0 18 19  4 17],"[119.91446224 112.28984325 106.05151863 112.28984325 123.38019814
 108.82410735 113.67613761 119.91446224 115.06243197 118.52816788
 115.06243197 115.75557915 111.59669607 106.74466581 115.75557915
 108.82410735 112.28984325 123.38019814 124.07334532 119.91446224]",3,3,1.0,0,0.0,0.6
8,300,256,20,100,5,random_flip,1,0.125,[ 8 18 17  7  6],"[106.74466581 113.67613761 113.67613761 112.28984325 112.98299043
 110.90354889 123.38019814 126.84593404 124.07334532 110.90354889
 109.51725453 116.44872633 108.13096017 107.43781299 112.28984325
 101.19948836 110.90354889 119.22131506 119.91446224 111.59669607]",4,4,1.0,0,0.0,0.8
8,300,256,20,100,5,random_flip,1,0.125,[12 10 14  3  2],"[123.38019814 116.44872633 126.84593404 128.92537558 115.75557915
 120.60760942 117.14187351 124.7664925  122.68705096 124.07334532
 129.61852276 122.68705096 123.38019814 120.60760942 128.92537558
 112.28984325 121.3007566  117.14187351 115.06243197 110.21040171]",4,4,1.0,0,0.0,0.8
8,300,256,20,100,5,random_flip,1,0.125,[ 9  1  5  0 17],"[124.7664925  125.45963968 114.36928479 115.75557915 119.22131506
 126.15278686 117.14187351 121.99390378 117.8350207  126.15278686
 125.45963968 121.3007566  112.98299043 111.59669607 119.22131506
 108.13096017 120.60760942 124.7664925  116.44872633 108.13096017]",6,5,0.8333333333333334,1,0.16666666666666663,1.0
8,300,256,20,100,5,random_flip,1,0.125,[ 1  0  5 18  4],"[119.91446224 120.60760942 108.82410735 113.67613761 119.91446224
 123.38019814 113.67613761 111.59669607 117.14187351 113.67613761
 123.38019814 111.59669607 112.28984325 108.82410735 113.67613761
 106.05151863 113.67613761 109.51725453 124.07334532 110.21040171]",4,3,0.75,1,0.25,0.6
8,300,256,20,100,5,random_flip,1,0.125,[ 9  0 13  3 15],"[124.7664925  115.06243197 112.98299043 126.15278686 110.21040171
 112.28984325 117.14187351 119.22131506 121.3007566  121.3007566
 117.8350207  119.91446224 110.21040171 119.91446224 119.91446224
 119.91446224 111.59669607 109.51725453 120.60760942 113.67613761]",2,2,1.0,0,0.0,0.4
8,300,256,20,100,5,random_flip,1,0.125,[ 1  2 15 11  8],"[116.44872633 117.14187351 119.91446224 114.36928479 114.36928479
 115.06243197 120.60760942 116.44872633 124.07334532 117.14187351
 111.59669607 123.38019814 110.90354889 112.98299043 117.8350207
 118.52816788 112.28984325 112.28984325 110.21040171 107.43781299]",4,3,0.75,1,0.25,0.6
8,300,256,20,100,5,random_flip,1,0.125,[ 1 13 11 10  5],"[112.28984325 124.7664925  112.28984325 110.21040171 106.05151863
 130.31166995 115.06243197 119.22131506 119.91446224 112.98299043
 122.68705096 126.15278686 109.51725453 119.91446224 108.82410735
 106.05151863 114.36928479 111.59669607 112.98299043 112.98299043]",4,4,1.0,0,0.0,0.8
8,300,256,20,100,5,random_flip,1,0.125,[13  0  6 14 10],"[126.15278686 111.59669607 115.06243197 115.06243197 112.98299043
 115.06243197 129.61852276 121.3007566  119.91446224 121.3007566
 116.44872633 119.22131506 112.98299043 117.14187351 125.45963968
 109.51725453 117.14187351 119.22131506 119.91446224 110.90354889]",3,3,1.0,0,0.0,0.6
8,300,256,20,100,10,random_flip,1,0.125,[ 3 18 19 14  9 10  8  1 15 16],"[103.97207708 113.67613761 103.2789299  108.13096017 101.19948836
 104.66522426 110.90354889 109.51725453 112.28984325 108.82410735
 108.82410735 106.74466581 101.89263554 103.2789299  110.90354889
 104.66522426 110.21040171 102.58578272 112.28984325 104.66522426]",3,3,1.0,0,0.0,0.30000000000000004
8,300,256,20,100,10,random_flip,1,0.125,[ 8  1 15 14 11 17 19 13  2  9],"[108.13096017 103.97207708 106.74466581 101.89263554  97.04060528
 101.19948836 110.90354889 104.66522426 108.82410735 101.19948836
  99.813194   105.35837145  96.3474581   97.04060528  99.813194
 100.50634118 100.50634118 104.66522426 110.21040171 106.05151863]",4,1,0.25,3,0.75,0.09999999999999998
8,300,256,20,100,10,random_flip,1,0.125,[16 10 15  5 13 11  1  2 18  3],"[110.90354889 103.97207708 103.97207708 104.66522426 106.05151863
 110.21040171 105.35837145 108.13096017 105.35837145 105.35837145
 101.19948836 110.90354889  97.73375246  99.12004682 106.05151863
 101.19948836 108.13096017 107.43781299 109.51725453  98.42689964]",4,3,0.75,1,0.25,0.30000000000000004
8,300,256,20,100,10,random_flip,1,0.125,[15 13 11 19 16  7  9 18  6 14],"[105.35837145 102.58578272  99.813194   110.21040171 103.2789299
 103.97207708 110.21040171 108.13096017 106.74466581 107.43781299
 106.05151863 111.59669607 101.19948836  96.3474581  110.90354889
 108.82410735 109.51725453 105.35837145 112.28984325 100.50634118]",3,3,1.0,0,0.0,0.30000000000000004
8,300,256,20,100,10,random_flip,1,0.125,[ 2  8 14 15  4 11 17  5 13  9],"[101.19948836  95.65431092 104.66522426 100.50634118  99.12004682
 106.74466581 106.05151863 106.74466581 110.21040171 103.97207708
 101.89263554 103.2789299  102.58578272 102.58578272 106.74466581
  96.3474581  106.05151863 102.58578272 101.89263554  94.26801656]",4,3,0.75,1,0.25,0.30000000000000004
8,300,256,20,100,10,random_flip,1,0.125,[15 16  1  0  8 13  7 14  2  4],"[104.66522426 108.82410735 103.97207708  99.813194   107.43781299
 101.89263554 106.74466581 108.82410735 108.13096017 103.2789299
 106.05151863 106.05151863 100.50634118 103.2789299  106.05151863
  98.42689964 104.66522426 105.35837145 106.74466581 102.58578272]",3,3,1.0,0,0.0,0.30000000000000004
