gamma,k,fingerprint_length,n_recipients,sk,n_colluders,strategy,threshold,embedding_ratio,colluders,accusation_scores,total_accusations,hit_abs,hit_rate,false_accusation_abs,false_accusation_rate,recall
32,300,64,20,100,5,random,1,0.03125,[13 10  4  9 16],"[15.94238515 16.63553233 18.71497388 20.79441542 21.4875626  19.40812106
 24.26015132 24.9532985  21.4875626  19.40812106 26.33959286 22.18070978
 17.32867951 18.71497388 17.32867951 17.32867951 18.71497388 17.32867951
 18.02182669 19.40812106]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random,1,0.03125,[17  9 10  4  3],"[18.02182669 20.10126824 19.40812106 16.63553233 23.56700414 20.79441542
 21.4875626  22.87385696 24.9532985  18.02182669 22.87385696 17.32867951
 15.94238515 15.94238515 18.71497388 18.71497388 19.40812106 18.02182669
 18.71497388 20.79441542]",4,2,0.5,2,0.5,0.4
32,300,64,20,100,5,random,1,0.03125,[16  9 17  7  5],"[16.63553233 17.32867951 24.9532985  18.02182669 19.40812106 23.56700414
 22.87385696 22.87385696 24.26015132 18.71497388 20.10126824 21.4875626
 19.40812106 13.16979643 20.10126824 19.40812106 19.40812106 17.32867951
 13.86294361 20.79441542]",5,2,0.4,3,0.6,0.4
32,300,64,20,100,5,random,1,0.03125,[ 9 13 15 19 17],"[21.4875626  20.79441542 21.4875626  22.87385696 22.18070978 20.79441542
 27.03274004 25.64644568 20.79441542 24.26015132 22.18070978 17.32867951
 19.40812106 20.10126824 19.40812106 20.79441542 16.63553233 18.71497388
 22.18070978 27.72588722]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random,1,0.03125,[17  9 13  7  5],"[21.4875626  21.4875626  18.02182669 24.9532985  25.64644568 24.26015132
 24.26015132 25.64644568 27.03274004 25.64644568 22.18070978 19.40812106
 19.40812106 17.32867951 18.71497388 18.02182669 21.4875626  18.02182669
 15.94238515 26.33959286]",5,2,0.4,3,0.6,0.4
32,300,64,20,100,5,random,1,0.03125,[16  5 12  8 14],"[15.94238515 21.4875626  21.4875626  22.18070978 24.26015132 18.71497388
 20.79441542 22.18070978 29.11218158 15.94238515 18.71497388 18.71497388
 22.87385696 15.24923797 17.32867951 22.18070978 18.02182669 14.55609079
 18.71497388 20.10126824]",2,1,0.5,1,0.5,0.19999999999999996
32,300,64,20,100,5,random,1,0.03125,[ 7 16 10  2 19],"[20.10126824 22.87385696 29.11218158 19.40812106 17.32867951 23.56700414
 16.63553233 23.56700414 20.79441542 18.02182669 20.10126824 18.02182669
 20.10126824 20.10126824 19.40812106 19.40812106 24.9532985  16.63553233
 21.4875626  26.33959286]",3,3,1.0,0,0.0,0.6
32,300,64,20,100,5,random,1,0.03125,[ 2 10 17 13  1],"[20.10126824 20.79441542 24.26015132 20.10126824 19.40812106 18.02182669
 19.40812106 20.79441542 22.87385696 15.94238515 21.4875626  23.56700414
 18.02182669 15.24923797 18.71497388 22.87385696 19.40812106 19.40812106
 24.26015132 20.79441542]",5,1,0.2,4,0.8,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[ 8  0 14  6 18],"[21.4875626  21.4875626  22.18070978 22.87385696 22.87385696 17.32867951
 22.87385696 20.79441542 22.18070978 18.71497388 20.10126824 19.40812106
 27.03274004 15.94238515 16.63553233 18.71497388 13.16979643 14.55609079
 21.4875626  21.4875626 ]",1,0,0.0,1,1.0,0.0
32,300,64,20,100,5,random_flip,1,0.03125,[14 19  7  1  8],"[18.71497388 20.10126824 23.56700414 20.79441542 20.79441542 18.71497388
 21.4875626  22.87385696 22.18070978 18.02182669 25.64644568 18.71497388
 18.02182669 15.24923797 17.32867951 18.02182669 18.02182669 16.63553233
 18.71497388 20.79441542]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[16 14  8  9  6],"[17.32867951 17.32867951 20.10126824 15.94238515 19.40812106 21.4875626
 19.40812106 21.4875626  24.26015132 15.24923797 22.18070978 20.10126824
 18.71497388 15.24923797 20.10126824 18.02182669 20.10126824 18.71497388
 19.40812106 20.10126824]",4,1,0.25,3,0.75,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[19 15  6 11 13],"[20.79441542 20.10126824 22.87385696 20.10126824 20.10126824 23.56700414
 22.18070978 21.4875626  22.18070978 23.56700414 23.56700414 23.56700414
 18.71497388 22.87385696 18.02182669 12.47664925 22.18070978 20.10126824
 18.02182669 20.79441542]",4,1,0.25,3,0.75,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[10  7  4  6 17],"[23.56700414 21.4875626  26.33959286 20.10126824 19.40812106 22.87385696
 24.9532985  22.18070978 24.26015132 20.79441542 20.10126824 15.94238515
 19.40812106 19.40812106 22.87385696 23.56700414 17.32867951 19.40812106
 20.10126824 18.71497388]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[ 3 12  9 13  1],"[19.40812106 24.9532985  28.4190344  20.79441542 18.02182669 22.18070978
 20.10126824 22.87385696 24.26015132 22.87385696 21.4875626  19.40812106
 20.10126824 20.79441542 20.79441542 20.79441542 19.40812106 15.94238515
 18.71497388 20.10126824]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[14  4  1  6 11],"[21.4875626  22.18070978 25.64644568 23.56700414 20.10126824 17.32867951
 22.87385696 18.02182669 22.18070978 18.02182669 18.71497388 16.63553233
 20.79441542 12.47664925 20.10126824 19.40812106 20.10126824 13.86294361
 19.40812106 19.40812106]",3,1,0.3333333333333333,2,0.6666666666666667,0.19999999999999996
32,300,64,20,100,5,random_flip,1,0.03125,[ 1 11 13 18 14],"[15.24923797 21.4875626  22.87385696 22.18070978 22.87385696 20.79441542
 21.4875626  18.71497388 22.18070978 24.26015132 18.02182669 21.4875626
 15.94238515 15.24923797 15.24923797 20.10126824 14.55609079 16.63553233
 18.71497388 17.32867951]",3,0,0.0,3,1.0,0.0
32,300,64,20,100,5,random_flip,1,0.03125,[11 10  7 14  9],"[22.87385696 20.10126824 23.56700414 20.79441542 20.79441542 15.94238515
 16.63553233 27.03274004 20.10126824 23.56700414 21.4875626  21.4875626
 18.02182669 14.55609079 20.79441542 14.55609079 18.71497388 14.55609079
 22.18070978 18.71497388]",3,2,0.6666666666666666,1,0.33333333333333337,0.4
32,300,64,20,100,5,random_flip,1,0.03125,[10  3 16 17  1],"[21.4875626  18.71497388 21.4875626  27.72588722 25.64644568 20.10126824
 20.79441542 18.02182669 20.79441542 19.40812106 17.32867951 14.55609079
 17.32867951 16.63553233 19.40812106 18.71497388 13.86294361 15.94238515
 22.18070978 18.71497388]",2,1,0.5,1,0.5,0.19999999999999996
32,300,64,20,100,10,avg,1,0.03125,[ 8 17  9  6  0 13 18  5 14 16],"[24.9532985  22.18070978 18.71497388 12.47664925 19.40812106 23.56700414
 20.10126824 18.02182669 23.56700414 20.10126824 18.02182669 15.24923797
 20.10126824 23.56700414 20.10126824 22.87385696 23.56700414 24.9532985
 16.63553233 21.4875626 ]",2,2,1.0,0,0.0,0.19999999999999996
32,300,64,20,100,10,avg,1,0.03125,[12  5 11 19  1  2 14  4 10 18],"[20.10126824 26.33959286 22.87385696 10.39720771 24.26015132 22.18070978
 15.24923797 20.79441542 22.87385696 21.4875626  25.64644568 23.56700414
 22.87385696 20.10126824 22.18070978 26.33959286 24.9532985  18.02182669
 20.10126824 25.64644568]",4,3,0.75,1,0.25,0.30000000000000004
32,300,64,20,100,10,avg,1,0.03125,[ 4 15 13  9  5 16 19  1 18  3],"[23.56700414 27.03274004 22.87385696 15.94238515 23.56700414 23.56700414
 17.32867951 20.10126824 23.56700414 24.9532985  20.10126824 20.79441542
 18.71497388 23.56700414 22.18070978 27.72588722 26.33959286 19.40812106
 20.79441542 26.33959286]",4,4,1.0,0,0.0,0.4
32,300,64,20,100,10,avg,1,0.03125,[15  4 12 11 10  7  1 16 13  2],"[20.79441542 28.4190344  22.18070978 10.39720771 24.9532985  21.4875626
 15.24923797 21.4875626  23.56700414 22.18070978 24.9532985  22.87385696
 23.56700414 22.87385696 20.10126824 27.03274004 27.03274004 20.10126824
 18.71497388 24.26015132]",3,3,1.0,0,0.0,0.30000000000000004
32,300,64,20,100,10,avg,1,0.03125,[ 5  0 16 11 10  3 17 14 12  4],"[23.56700414 24.9532985  18.71497388 15.24923797 24.9532985  23.56700414
 17.32867951 19.40812106 21.4875626  22.18070978 24.9532985  24.26015132
 24.26015132 17.32867951 23.56700414 22.87385696 25.64644568 20.79441542
 18.02182669 21.4875626 ]",4,3,0.75,1,0.25,0.30000000000000004
32,300,64,20,100,10,avg,1,0.03125,[ 6  3 16 14 19  0 18  2 15 11],"[24.9532985  22.18070978 21.4875626  15.24923797 17.32867951 22.87385696
 20.79441542 16.63553233 20.79441542 17.32867951 18.02182669 17.32867951
 18.02182669 21.4875626  22.18070978 27.03274004 24.9532985  22.18070978
 20.10126824 27.03274004]",4,4,1.0,0,0.0,0.4
32,300,64,20,100,10,avg,1,0.03125,[11  5 19 17  3  1  2 12  0 16],"[22.18070978 24.9532985  23.56700414 15.24923797 18.71497388 23.56700414
 20.79441542 18.71497388 20.79441542 22.18070978 18.71497388 20.10126824
 20.10126824 18.71497388 19.40812106 24.9532985  27.72588722 23.56700414
 14.55609079 27.03274004]",4,3,0.75,1,0.25,0.30000000000000004
32,300,64,20,100,10,avg,1,0.03125,[ 9  0  8 14  3 17  1  4 16 10],"[24.26015132 29.80532876 19.40812106 14.55609079 24.26015132 18.71497388
 16.63553233 18.02182669 23.56700414 24.26015132 26.33959286 22.18070978
 21.4875626  21.4875626  23.56700414 22.18070978 27.03274004 20.79441542
 18.02182669 19.40812106]",3,3,1.0,0,0.0,0.30000000000000004
32,300,64,20,100,10,avg,1,0.03125,[16  1 13 11 18  8 19 14 12 15],"[20.10126824 27.03274004 22.18070978 10.39720771 20.79441542 19.40812106
 15.94238515 17.32867951 22.87385696 18.71497388 22.18070978 20.10126824
 21.4875626  22.18070978 20.79441542 28.4190344  24.26015132 18.71497388
 18.71497388 24.26015132]",2,2,1.0,0,0.0,0.19999999999999996
32,300,64,20,100,10,avg,1,0.03125,[15 18  4 19  3 12  8 14 13 17],"[20.10126824 20.79441542 19.40812106 15.94238515 22.18070978 19.40812106
 17.32867951 16.63553233 26.33959286 16.63553233 16.63553233 14.55609079
 20.10126824 20.79441542 18.71497388 27.03274004 18.71497388 22.18070978
 18.71497388 23.56700414]",3,3,1.0,0,0.0,0.30000000000000004
32,300,64,20,100,10,random,1,0.03125,[ 7 15  0  5  9  4  8 18 17  3],"[17.32867951 20.79441542 20.10126824 18.71497388 20.79441542 15.94238515
 20.10126824 20.10126824 18.71497388 20.10126824 19.40812106 17.32867951
 20.10126824 13.86294361 13.86294361 13.86294361 18.71497388 12.47664925
 15.94238515 18.02182669]",2,1,0.5,1,0.5,0.09999999999999998
32,300,64,20,100,10,random,1,0.03125,[19  8 14 15 13 12  5 10 18  7],"[21.4875626  23.56700414 22.87385696 18.71497388 21.4875626  20.79441542
 22.18070978 25.64644568 23.56700414 23.56700414 20.79441542 19.40812106
 17.32867951 14.55609079 14.55609079 15.94238515 16.63553233 10.39720771
 20.10126824 19.40812106]",4,2,0.5,2,0.5,0.19999999999999996
32,300,64,20,100,10,random,1,0.03125,[ 8 12 14 16 15 18 13 17  4  3],"[15.24923797 22.87385696 23.56700414 20.79441542 19.40812106 20.10126824
 18.71497388 24.26015132 22.18070978 18.71497388 24.26015132 19.40812106
 16.63553233 18.71497388 17.32867951 15.24923797 20.10126824 15.94238515
 18.02182669 20.79441542]",4,0,0.0,4,1.0,0.0
32,300,64,20,100,10,random,1,0.03125,[ 3 14 15 16  0  6  9 11 13  5],"[20.79441542 18.02182669 22.18070978 21.4875626  20.79441542 16.63553233
 21.4875626  19.40812106 18.71497388 20.10126824 15.94238515 19.40812106
 19.40812106 17.32867951 18.71497388 20.10126824 17.32867951 14.55609079
 19.40812106 18.71497388]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
32,300,64,20,100,10,random,1,0.03125,[10  7  3  4 11 12 16 19  8  0],"[24.26015132 21.4875626  18.71497388 21.4875626  21.4875626  22.87385696
 23.56700414 21.4875626  23.56700414 18.71497388 22.87385696 22.18070978
 18.71497388 17.32867951 22.87385696 15.94238515 22.87385696 20.79441542
 22.87385696 18.71497388]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
32,300,64,20,100,10,random,1,0.03125,[ 5  4 14  9  6 19  0 11  2 12],"[16.63553233 20.79441542 19.40812106 21.4875626  20.79441542 18.02182669
 18.71497388 19.40812106 22.18070978 18.71497388 18.71497388 20.10126824
 13.86294361 11.78350207 18.71497388 16.63553233 20.10126824 18.02182669
 21.4875626  22.18070978]",4,1,0.25,3,0.75,0.09999999999999998
32,300,64,20,100,10,random,1,0.03125,[ 3  2 13  4 18  9 16 15  0  7],"[20.79441542 22.18070978 20.79441542 24.26015132 24.9532985  18.71497388
 20.79441542 22.18070978 20.10126824 18.71497388 22.87385696 25.64644568
 22.18070978 13.86294361 18.71497388 16.63553233 17.32867951 15.24923797
 19.40812106 21.4875626 ]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
32,300,64,20,100,10,random,1,0.03125,[15  8 18 11  0  1  4 17  5 12],"[20.79441542 20.10126824 19.40812106 24.26015132 22.87385696 22.87385696
 21.4875626  21.4875626  25.64644568 21.4875626  17.32867951 20.10126824
 17.32867951 16.63553233 18.02182669 18.71497388 15.94238515 15.94238515
 22.18070978 19.40812106]",4,3,0.75,1,0.25,0.30000000000000004
32,300,64,20,100,10,random,1,0.03125,[10  8 11  6 19 17  3 14  5  7],"[18.71497388 24.26015132 24.9532985  27.72588722 21.4875626  15.24923797
 19.40812106 20.10126824 20.79441542 17.32867951 21.4875626  18.02182669
 24.9532985  16.63553233 20.79441542 20.79441542 18.71497388 15.94238515
 14.55609079 19.40812106]",4,1,0.25,3,0.75,0.09999999999999998
32,300,64,20,100,10,random,1,0.03125,[ 9  8 14  0 15 16  1  2 12 11],"[19.40812106 23.56700414 24.26015132 18.71497388 21.4875626  21.4875626
 19.40812106 24.26015132 20.79441542 23.56700414 20.79441542 18.71497388
 18.71497388 18.71497388 16.63553233 17.32867951 17.32867951 17.32867951
 18.02182669 20.79441542]",4,3,0.75,1,0.25,0.30000000000000004
32,300,64,20,100,10,random_flip,1,0.03125,[ 6 17  8 14 12 10  2  7 15  9],"[17.32867951 20.79441542 24.26015132 22.87385696 20.10126824 18.02182669
 20.10126824 20.79441542 22.18070978 22.18070978 20.10126824 20.79441542
 18.71497388 12.47664925 22.18070978 19.40812106 21.4875626  18.71497388
 22.87385696 19.40812106]",3,1,0.3333333333333333,2,0.6666666666666667,0.09999999999999998
32,300,64,20,100,10,random_flip,1,0.03125,[16  7 19  1  0  6 15  9 17  2],"[17.32867951 16.63553233 23.56700414 22.18070978 20.10126824 17.32867951
 22.18070978 22.18070978 22.87385696 15.24923797 19.40812106 22.87385696
 18.02182669 15.94238515 20.10126824 18.02182669 18.02182669 14.55609079
 18.02182669 20.10126824]",6,3,0.5,3,0.5,0.30000000000000004
32,300,64,20,100,10,random_flip,1,0.03125,[10  3 12  1  9 15  2 14 18 13],"[17.32867951 20.10126824 16.63553233 18.71497388 17.32867951 17.32867951
 20.10126824 18.71497388 21.4875626  18.02182669 18.02182669 20.10126824
 16.63553233 14.55609079 15.24923797 20.10126824 14.55609079 18.02182669
 16.63553233 21.4875626 ]",6,2,0.3333333333333333,4,0.6666666666666667,0.19999999999999996
32,300,64,20,100,10,random_flip,1,0.03125,[ 9  1 17  6 15  5 10 13  4 11],"[20.10126824 19.40812106 24.9532985  18.71497388 20.10126824 27.03274004
 22.87385696 18.02182669 28.4190344  17.32867951 16.63553233 24.26015132
 24.9532985  15.94238515 21.4875626  21.4875626  18.71497388 21.4875626
 21.4875626  20.10126824]",4,1,0.25,3,0.75,0.09999999999999998
32,300,64,20,100,10,random_flip,1,0.03125,[ 0 15 13 11 16  9  8 10 19 14],"[18.71497388 17.32867951 20.10126824 24.9532985  20.79441542 17.32867951
 20.79441542 18.02182669 18.71497388 18.71497388 19.40812106 18.02182669
 19.40812106 14.55609079 13.16979643 18.02182669 14.55609079 15.24923797
 20.10126824 18.71497388]",1,0,0.0,1,1.0,0.0
32,300,64,20,100,10,random_flip,1,0.03125,[ 1 13  5 14  2 18  6  3  0 11],"[19.40812106 20.79441542 26.33959286 28.4190344  22.87385696 24.26015132
 23.56700414 20.79441542 20.10126824 20.79441542 20.10126824 14.55609079
 20.10126824 18.02182669 20.79441542 21.4875626  15.24923797 21.4875626
 20.79441542 24.26015132]",2,2,1.0,0,0.0,0.19999999999999996
32,300,64,20,100,10,random_flip,1,0.03125,[18  4  5 14  0 12  3 13  1 10],"[17.32867951 20.79441542 21.4875626  21.4875626  20.10126824 20.10126824
 20.10126824 19.40812106 20.79441542 18.71497388 23.56700414 17.32867951
 20.79441542 19.40812106 17.32867951 18.02182669 19.40812106 15.24923797
 17.32867951 19.40812106]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
32,300,64,20,100,10,random_flip,1,0.03125,[ 0 11  7 19  8 15 12 17  3 13],"[16.63553233 20.10126824 18.71497388 22.18070978 18.02182669 18.02182669
 18.71497388 20.79441542 20.10126824 18.71497388 20.10126824 19.40812106
 16.63553233 11.78350207 18.02182669 13.86294361 15.94238515 13.16979643
 15.94238515 20.79441542]",3,3,1.0,0,0.0,0.30000000000000004
32,300,64,20,100,10,random_flip,1,0.03125,[ 7  3 14 18  8  6 16 15  5  9],"[21.4875626  24.9532985  27.03274004 20.79441542 22.87385696 23.56700414
 22.87385696 25.64644568 26.33959286 22.87385696 23.56700414 18.71497388
 20.79441542 19.40812106 20.79441542 18.02182669 24.26015132 13.86294361
 15.94238515 20.79441542]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
32,300,64,20,100,10,random_flip,1,0.03125,[ 3 17  5  0 11  6  8 15 10 12],"[20.79441542 22.18070978 24.26015132 22.18070978 18.02182669 22.87385696
 25.64644568 20.79441542 21.4875626  18.02182669 24.9532985  20.10126824
 21.4875626  15.94238515 15.24923797 23.56700414 16.63553233 18.71497388
 20.79441542 23.56700414]",3,2,0.6666666666666666,1,0.33333333333333337,0.19999999999999996
