gammas,corr_loss_300,corr_loss_1000,corr_loss_3000,corr_loss_10000,corr_loss_30000
1,0.0866260382089339,0.07222625770476743,0.004330910579575478,0.013887635509957108,0.030669024286449593
2,0.05523486479669301,0.037726175640813604,-0.002134751834976211,0.008963537607081703,0.014415986010938842
3,0.019768278606962068,0.032885850130155755,0.0005127522818303452,-0.0017944712684206715,0.01056651022572424
10,0.020758852243052503,0.01080118790156569,-0.00266554991087733,0.004375091611875198,0.0036106451941200664
