gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
16,300,128,20,101,0,tardos,0.0625,0,0.1,1.0,0.875,0.1365980646977281,0.0037669977281477867,0.0012904810958563053,0.0002499586371164784,0.0037367708818802072,0.009929890837341667,4.169665277242564e-05,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,1,0.1,1.0,0.875,0.13664946214479848,0.003826302474767435,0.0012904810958563053,0.0002499586371164784,0.0037367708818802072,0.009929890837341667,4.169665277242564e-05,,0.001045964325541014,
16,300,128,20,101,0,tardos,0.0625,2,0.1,1.0,0.875,0.13648808518933234,0.003640098295383475,0.0012904810958563053,0.0002499586371164784,0.0037367708818802072,0.009929890837341667,4.169665277242564e-05,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,0,0.2,1.0,0.8125,0.20167640827054073,0.0020955103381758928,0.0012904810958563053,0.0002499586371164784,0.0037367708818802072,0.009929890837341667,4.169665277242564e-05,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,1,0.2,0.9921875,0.8125,0.2032420443616138,0.004052555452017245,,0.0002499586371164784,,,4.169665277242564e-05,,0.001045964325541014,
16,300,128,20,101,0,tardos,0.0625,2,0.2,1.0,0.8125,0.2030632099936735,0.0038290124920918656,0.0012904810958563053,0.0002499586371164784,0.0037367708818802072,0.009929890837341667,4.169665277242564e-05,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,0,0.3,1.0,0.75,0.2682689904873561,0.0021849870282128186,,0.0002499586371164784,,,4.169665277242564e-05,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,1,0.3,0.984375,0.75,0.26990255660295465,0.004412577185847182,,,,,4.169665277242564e-05,,0.001045964325541014,
16,300,128,20,101,0,tardos,0.0625,2,0.3,1.0,0.75,0.2697237222350143,0.004168712138655859,0.0012904810958563053,,,0.009929890837341667,4.169665277242564e-05,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,0,0.4,0.984375,0.625,0.40135098743424946,0.0022516457237490572,,0.0002499586371164784,,,,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,1,0.4,0.9609375,0.625,0.40298455354984797,0.004974255916413279,,,,,,,0.001045964325541014,
16,300,128,20,101,0,tardos,0.0625,2,0.4,0.96875,0.625,0.40283449847972164,0.004724164132869354,0.0012904810958563053,,,0.009929890837341667,,0.01150736009896462,,0.012380141139095548
16,300,128,20,101,0,tardos,0.0625,0,0.5,0.9453125,0.5,0.534608815601712,0.0027331762893827815,,,,,,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,1,0.5,0.9375,0.5,0.5347295637893272,0.002991922405701286,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,2,0.5,0.828125,0.5,0.5360243966226587,0.005766564191411481,,,,,,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,0,0.6,0.8984375,0.4375,0.6012353105968501,0.0030882764921251245,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,1,0.6,0.96875,0.4375,0.6013129285350253,0.003282321337563216,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,2,0.6,0.7421875,0.4375,0.6026021717421864,0.006505429355466129,,,,,,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,0,0.7,0.859375,0.375,0.6678130857163779,0.00343925714913343,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,1,0.7,0.9453125,0.375,0.667211491404705,0.001634474214114843,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,2,0.7,0.6171875,0.375,0.6685007346118661,0.0055022038355983394,,,,,,0.01150736009896462,,
16,300,128,20,101,0,tardos,0.0625,0,0.8,0.9375,0.25,0.8010631171287426,0.00531558564371248,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,1,0.8,0.75,0.25,0.8002720025280633,0.0013600126403168437,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,2,0.8,0.4296875,0.25,0.8016716250148227,0.008358125074113406,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,0,0.9,0.3984375,0.125,0.9335368048027632,0.0030520720414495815,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,1,0.9,0.6875,0.125,0.9334222248804722,0.0013333732070835982,,,,,,,,
16,300,128,20,101,0,tardos,0.0625,2,0.9,0.2890625,0.125,0.9333333333333333,0.0,,,,,,,,
