gamma,k,fingerprint_length,n_recipients,sk,n_colluders,strategy,threshold,embedding_ratio,colluders,accusation_scores,total_accusations,hit_abs,hit_rate,false_accusation_abs,false_accusation_rate,recall
8,300,128,20,100,2,random,1,0.125,[13  0],"[77.63248422 70.70101242 66.54212933 69.31471806 68.62157088 67.92842369
 63.07639343 72.08730678 67.92842369 69.31471806 67.92842369 63.76954061
 68.62157088 81.09822013 63.76954061 64.46268779 68.62157088 70.70101242
 59.61065753 65.15583497]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[8 3],"[69.31471806 70.00786524 69.31471806 78.3256314  67.23527651 63.76954061
 63.76954061 69.31471806 74.16674832 66.54212933 66.54212933 63.76954061
 72.08730678 66.54212933 68.62157088 64.46268779 65.15583497 68.62157088
 64.46268779 62.38324625]",3,2,0.6666666666666666,1,0.33333333333333337,1.0
8,300,128,20,100,2,random,1,0.125,[12  5],"[65.15583497 68.62157088 65.84898215 66.54212933 60.99695189 73.47360114
 62.38324625 67.92842369 67.23527651 61.69009907 67.23527651 66.54212933
 76.93933704 65.84898215 63.07639343 60.30380471 65.84898215 63.07639343
 63.76954061 61.69009907]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[5 7],"[69.31471806 67.92842369 67.23527651 66.54212933 70.00786524 78.3256314
 64.46268779 78.3256314  68.62157088 65.84898215 68.62157088 70.00786524
 67.92842369 70.70101242 64.46268779 65.84898215 67.23527651 67.92842369
 59.61065753 64.46268779]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[12 13],"[68.62157088 68.62157088 65.84898215 69.31471806 62.38324625 63.07639343
 58.22436317 67.92842369 67.92842369 62.38324625 67.92842369 62.38324625
 78.3256314  77.63248422 63.76954061 58.91751035 63.76954061 64.46268779
 61.69009907 64.46268779]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[1 3],"[65.84898215 76.93933704 65.84898215 78.3256314  64.46268779 61.69009907
 58.91751035 66.54212933 64.46268779 60.99695189 63.07639343 61.69009907
 70.00786524 65.15583497 65.15583497 60.99695189 62.38324625 64.46268779
 63.76954061 58.91751035]",3,2,0.6666666666666666,1,0.33333333333333337,1.0
8,300,128,20,100,2,random,1,0.125,[ 6 15],"[70.70101242 65.15583497 65.84898215 63.76954061 65.84898215 63.07639343
 76.93933704 64.46268779 66.54212933 67.23527651 60.30380471 67.92842369
 59.61065753 60.30380471 64.46268779 77.63248422 65.84898215 65.15583497
 63.76954061 60.99695189]",3,2,0.6666666666666666,1,0.33333333333333337,1.0
8,300,128,20,100,2,random,1,0.125,[11  3],"[70.00786524 65.84898215 66.54212933 76.93933704 70.70101242 65.15583497
 63.76954061 70.70101242 65.15583497 66.54212933 63.76954061 73.47360114
 70.00786524 64.46268779 65.15583497 63.76954061 63.76954061 70.00786524
 65.84898215 66.54212933]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[10 16],"[65.15583497 65.15583497 60.99695189 62.38324625 62.38324625 66.54212933
 62.38324625 65.84898215 59.61065753 65.84898215 78.3256314  60.30380471
 66.54212933 65.84898215 60.99695189 57.53121599 76.93933704 62.38324625
 63.07639343 58.91751035]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,2,random,1,0.125,[ 4 12],"[65.15583497 69.31471806 66.54212933 69.31471806 72.78045396 63.76954061
 63.76954061 69.31471806 67.23527651 63.76954061 65.15583497 65.15583497
 73.47360114 65.84898215 65.15583497 62.38324625 65.15583497 67.92842369
 60.99695189 60.99695189]",2,2,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[ 0 18 11],"[70.70101242 59.61065753 67.92842369 67.92842369 62.38324625 60.30380471
 64.46268779 65.15583497 59.61065753 65.84898215 60.99695189 69.31471806
 60.30380471 58.91751035 60.99695189 61.69009907 60.30380471 62.38324625
 66.54212933 60.99695189]",4,2,0.5,2,0.5,0.6666666666666667
8,300,128,20,100,3,random,1,0.125,[7 0 5],"[69.31471806 66.54212933 65.15583497 65.84898215 63.76954061 72.78045396
 60.99695189 73.47360114 64.46268779 63.07639343 65.84898215 63.76954061
 63.76954061 65.15583497 62.38324625 61.69009907 63.76954061 63.76954061
 55.45177444 61.69009907]",3,3,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[ 8 17 16],"[63.07639343 65.15583497 64.46268779 62.38324625 67.23527651 63.07639343
 63.76954061 65.84898215 70.00786524 60.99695189 61.69009907 63.07639343
 64.46268779 64.46268779 62.38324625 60.30380471 70.70101242 72.78045396
 56.83806881 58.91751035]",3,3,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[13  5  1],"[63.76954061 69.31471806 60.30380471 62.38324625 60.99695189 66.54212933
 56.14492163 65.84898215 60.99695189 63.07639343 67.23527651 62.38324625
 63.76954061 72.08730678 54.75862726 59.61065753 63.07639343 60.99695189
 56.14492163 61.69009907]",3,2,0.6666666666666666,1,0.33333333333333337,0.6666666666666667
8,300,128,20,100,3,random,1,0.125,[ 9  7 19],"[64.46268779 65.84898215 66.54212933 64.46268779 66.54212933 65.15583497
 62.38324625 74.8598955  65.15583497 65.15583497 65.15583497 66.54212933
 64.46268779 64.46268779 63.76954061 60.99695189 63.76954061 65.84898215
 63.07639343 71.3941596 ]",2,2,1.0,0,0.0,0.6666666666666667
8,300,128,20,100,3,random,1,0.125,[12 18  1],"[60.99695189 74.16674832 63.76954061 66.54212933 60.30380471 58.91751035
 60.30380471 65.84898215 63.07639343 65.15583497 63.76954061 60.30380471
 72.08730678 62.38324625 63.07639343 56.83806881 64.46268779 63.76954061
 71.3941596  60.99695189]",3,3,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[ 5 10 18],"[62.38324625 63.76954061 65.15583497 65.15583497 63.07639343 73.47360114
 63.07639343 67.23527651 63.76954061 64.46268779 72.08730678 66.54212933
 65.15583497 60.99695189 58.91751035 58.91751035 64.46268779 61.69009907
 70.70101242 63.76954061]",3,3,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[ 1 18  2],"[64.46268779 72.78045396 75.55304268 70.00786524 65.15583497 63.76954061
 63.76954061 67.92842369 66.54212933 63.76954061 65.15583497 70.70101242
 67.23527651 63.07639343 65.84898215 63.76954061 65.84898215 67.92842369
 65.84898215 63.76954061]",4,2,0.5,2,0.5,0.6666666666666667
8,300,128,20,100,3,random,1,0.125,[ 2  8 17],"[64.46268779 65.84898215 72.08730678 64.46268779 66.54212933 63.76954061
 63.76954061 67.92842369 76.24618986 63.76954061 63.76954061 69.31471806
 65.84898215 65.84898215 63.76954061 65.15583497 62.38324625 74.16674832
 58.91751035 63.76954061]",3,3,1.0,0,0.0,1.0
8,300,128,20,100,3,random,1,0.125,[ 2  9 17],"[67.23527651 65.84898215 69.31471806 65.84898215 67.92842369 62.38324625
 65.15583497 70.70101242 65.15583497 71.3941596  64.46268779 65.84898215
 64.46268779 68.62157088 65.84898215 60.30380471 63.76954061 76.24618986
 63.07639343 65.84898215]",3,2,0.6666666666666666,1,0.33333333333333337,0.6666666666666667
8,300,128,20,100,5,random,1,0.125,[ 6 11 16 12  1],"[56.83806881 60.99695189 57.53121599 54.75862726 55.45177444 57.53121599
 62.38324625 56.14492163 58.22436317 57.53121599 58.91751035 64.46268779
 60.99695189 56.83806881 52.67918572 58.91751035 63.76954061 54.06548008
 51.98603854 53.3723329 ]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random,1,0.125,[ 6  9 11 19 16],"[56.83806881 57.53121599 58.22436317 54.06548008 58.22436317 58.22436317
 63.07639343 57.53121599 60.99695189 58.22436317 54.75862726 63.07639343
 58.91751035 57.53121599 55.45177444 58.22436317 59.61065753 56.83806881
 56.83806881 68.62157088]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random,1,0.125,[ 7 16 13  5 14],"[58.22436317 58.91751035 60.99695189 61.69009907 58.91751035 63.07639343
 56.83806881 65.15583497 58.91751035 58.22436317 60.99695189 60.30380471
 61.69009907 65.84898215 65.84898215 57.53121599 66.54212933 60.99695189
 56.83806881 56.83806881]",4,4,1.0,0,0.0,0.8
8,300,128,20,100,5,random,1,0.125,[ 8  7  2 12 19],"[58.91751035 60.99695189 63.76954061 59.61065753 59.61065753 55.45177444
 56.14492163 62.38324625 60.99695189 59.61065753 62.38324625 60.99695189
 65.84898215 60.30380471 60.30380471 56.83806881 57.53121599 58.91751035
 56.83806881 64.46268779]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random,1,0.125,[ 1 11  2 10 14],"[59.61065753 65.15583497 63.07639343 59.61065753 58.91751035 60.30380471
 58.91751035 61.69009907 57.53121599 60.30380471 63.76954061 65.84898215
 59.61065753 56.14492163 65.15583497 60.30380471 57.53121599 58.22436317
 56.14492163 60.30380471]",4,4,1.0,0,0.0,0.8
8,300,128,20,100,5,random,1,0.125,[ 4 19  1  3  0],"[65.15583497 60.99695189 60.99695189 61.69009907 62.38324625 61.69009907
 59.61065753 57.53121599 60.99695189 56.14492163 56.14492163 61.69009907
 57.53121599 58.91751035 59.61065753 66.54212933 54.06548008 54.75862726
 54.75862726 69.31471806]",3,2,0.6666666666666666,1,0.33333333333333337,0.4
8,300,128,20,100,5,random,1,0.125,[ 0  2 15 17  1],"[67.23527651 63.76954061 67.23527651 60.30380471 60.30380471 57.53121599
 64.46268779 63.07639343 60.99695189 62.38324625 57.53121599 61.69009907
 58.22436317 60.99695189 61.69009907 66.54212933 59.61065753 63.07639343
 54.75862726 60.30380471]",3,3,1.0,0,0.0,0.6
8,300,128,20,100,5,random,1,0.125,[14  3 10  7  6],"[58.22436317 57.53121599 62.38324625 60.30380471 58.91751035 60.30380471
 65.15583497 60.99695189 60.30380471 59.61065753 61.69009907 60.30380471
 59.61065753 58.22436317 62.38324625 59.61065753 56.83806881 56.83806881
 52.67918572 58.22436317]",3,2,0.6666666666666666,1,0.33333333333333337,0.4
8,300,128,20,100,5,random,1,0.125,[17 15  9 13  2],"[63.07639343 61.69009907 63.07639343 61.69009907 62.38324625 58.91751035
 60.99695189 65.84898215 63.07639343 61.69009907 60.30380471 59.61065753
 60.30380471 65.84898215 60.30380471 63.76954061 58.22436317 65.84898215
 57.53121599 62.38324625]",3,2,0.6666666666666666,1,0.33333333333333337,0.4
8,300,128,20,100,5,random,1,0.125,[ 5 15 11  7  8],"[59.61065753 59.61065753 56.83806881 56.83806881 62.38324625 63.07639343
 59.61065753 63.76954061 63.76954061 57.53121599 55.45177444 66.54212933
 59.61065753 58.91751035 54.75862726 65.15583497 54.75862726 59.61065753
 53.3723329  58.22436317]",5,5,1.0,0,0.0,1.0
8,300,128,20,100,10,random,1,0.125,[ 9 11 10  1  5 16  0  7  4 12],"[60.99695189 60.99695189 57.53121599 58.22436317 59.61065753 59.61065753
 56.83806881 61.69009907 56.14492163 57.53121599 60.30380471 60.99695189
 60.30380471 59.61065753 58.91751035 58.91751035 62.38324625 55.45177444
 53.3723329  56.14492163]",2,2,1.0,0,0.0,0.19999999999999996
8,300,128,20,100,10,random,1,0.125,[13  2  9 17 16 11 10  5  0 15],"[60.30380471 56.14492163 55.45177444 57.53121599 59.61065753 58.91751035
 57.53121599 60.30380471 55.45177444 54.06548008 57.53121599 57.53121599
 55.45177444 60.30380471 51.98603854 58.91751035 61.69009907 59.61065753
 52.67918572 57.53121599]",4,3,0.75,1,0.25,0.30000000000000004
8,300,128,20,100,10,random,1,0.125,[ 0 15 13  3 14  1  8  2  4  5],"[58.91751035 58.91751035 55.45177444 60.30380471 58.22436317 56.14492163
 58.91751035 56.83806881 52.67918572 52.67918572 54.75862726 55.45177444
 57.53121599 56.14492163 57.53121599 55.45177444 52.67918572 56.83806881
 53.3723329  55.45177444]",4,3,0.75,1,0.25,0.30000000000000004
8,300,128,20,100,10,random,1,0.125,[ 6 19  2  5  0 18  8  4  9 11],"[58.22436317 56.83806881 56.83806881 58.22436317 58.91751035 58.22436317
 58.91751035 54.75862726 56.14492163 54.06548008 63.07639343 57.53121599
 56.14492163 58.22436317 57.53121599 56.14492163 58.22436317 58.22436317
 49.906597   59.61065753]",1,0,0.0,1,1.0,0.0
8,300,128,20,100,10,random,1,0.125,[ 9  2 13 18  4  0 11 16 12  7],"[62.38324625 58.91751035 60.99695189 59.61065753 60.30380471 58.22436317
 59.61065753 63.07639343 56.14492163 56.83806881 56.14492163 63.76954061
 61.69009907 60.30380471 56.83806881 58.22436317 60.99695189 60.30380471
 56.83806881 56.14492163]",3,3,1.0,0,0.0,0.30000000000000004
8,300,128,20,100,10,random,1,0.125,[ 2  9  4  8 17  1 10 12 14 18],"[56.83806881 62.38324625 57.53121599 58.22436317 58.22436317 58.22436317
 56.83806881 57.53121599 56.83806881 58.22436317 59.61065753 59.61065753
 57.53121599 56.83806881 61.69009907 57.53121599 56.14492163 55.45177444
 52.67918572 54.06548008]",2,2,1.0,0,0.0,0.19999999999999996
8,300,128,20,100,10,random,1,0.125,[ 5  3 19  0  7 16  9 15 14  6],"[56.14492163 56.14492163 51.29289136 54.75862726 52.67918572 55.45177444
 57.53121599 57.53121599 54.06548008 53.3723329  54.06548008 54.06548008
 54.75862726 56.14492163 52.67918572 56.83806881 55.45177444 51.29289136
 47.82715546 56.83806881]",4,4,1.0,0,0.0,0.4
