gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
32,300,128,20,101,0,tardos,0.03125,0,0.1,0.9765625,0.875,0.1352671392613864,0.0022313145323689045,0.0012029793336204193,0.00046818601770489483,0.0014233168472780767,0.006645809937558771,4.169665277242564e-05,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,1,0.1,0.9765625,0.875,0.13528053278734747,0.00224676860078557,0.0012029793336204193,0.00046818601770489483,0.0014233168472780767,0.006645809937558771,4.169665277242564e-05,,0.00023772964375828718,
32,300,128,20,101,0,tardos,0.03125,2,0.1,0.984375,0.875,0.13519251236237692,0.0021452065719733443,0.0012029793336204193,0.00046818601770489483,0.0014233168472780767,0.006645809937558771,4.169665277242564e-05,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,0,0.2,1.0,0.8125,0.20087115637996925,0.0010889454749615864,0.0012029793336204193,0.00046818601770489483,0.0014233168472780767,0.006645809937558771,4.169665277242564e-05,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,1,0.2,0.953125,0.8125,0.2019110703636364,0.0023888379545454973,,0.00046818601770489483,,,4.169665277242564e-05,,0.00023772964375828718,
32,300,128,20,101,0,tardos,0.03125,2,0.2,0.9765625,0.8125,0.2018102860325131,0.002262857540641356,0.0012029793336204193,0.00046818601770489483,0.0014233168472780767,0.006645809937558771,4.169665277242564e-05,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,0,0.3,0.953125,0.75,0.26750169395625817,0.0011386735767156906,,0.00046818601770489483,,,4.169665277242564e-05,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,1,0.3,0.90625,0.75,0.268574659889908,0.0026018089407835857,,,,,4.169665277242564e-05,,0.00023772964375828718,
32,300,128,20,101,0,tardos,0.03125,2,0.3,0.9609375,0.75,0.26847387555878466,0.002464375761979068,0.0012029793336204193,,,0.006645809937558771,4.169665277242564e-05,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,0,0.4,0.921875,0.625,0.4006840889340829,0.0011401482234715508,,0.00046818601770489483,,,,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,1,0.4,0.8828125,0.625,0.4017570548677327,0.002928424779554534,,,,,,,0.00023772964375828718,
32,300,128,20,101,0,tardos,0.03125,2,0.4,0.875,0.625,0.4017434288689981,0.0029057147816635423,0.0012029793336204193,,,0.006645809937558771,,0.006201406816871668,,0.007474319745252226
32,300,128,20,101,0,tardos,0.03125,0,0.5,0.8515625,0.5,0.5339906505159119,0.0014085368198110265,,,,,,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,1,0.5,0.8515625,0.5,0.5340277386529823,0.0014880113992477263,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.5,0.71875,0.5,0.5350169385008443,0.00360772535895217,,,,,,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,0,0.6,0.7890625,0.4375,0.6006278382966052,0.0015695957415130673,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.6,0.90625,0.4375,0.6006744463495629,0.0016861158739073696,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.6,0.609375,0.4375,0.6016321630149759,0.0040804075374398984,,,,,,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,0,0.7,0.703125,0.375,0.6672430628107369,0.001729188432210521,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.7,0.84375,0.375,0.6668782632426997,0.000634789728099176,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.7,0.515625,0.375,0.6678359799081127,0.0035079397243382104,,,,,,0.006201406816871668,,
32,300,128,20,101,0,tardos,0.03125,0,0.8,0.7109375,0.25,0.8005564371739842,0.002782185869920913,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.8,0.6640625,0.25,0.8001432075609999,0.0007160378049994794,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.8,0.328125,0.25,0.8010826085181698,0.005413042590848863,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,0,0.9,0.265625,0.125,0.9333780277372571,0.0006704160588571949,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.9,0.4296875,0.125,0.9333847754858683,0.0007716322880257995,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.9,0.2265625,0.125,0.9333333333333333,0.0,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.1,0.9921875,0.875,0.1350311650857065,0.001959036637353651,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,0.0,0.005461415177184409,,0.009015349299909752
32,300,128,20,102,0,tardos,0.03125,1,0.1,0.9609375,0.875,0.13510544750521547,0.002044747121402476,,2.9148304769997128e-05,,,0.0,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.1,0.9765625,0.875,0.1351067995531027,0.00204630717665694,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,0.0,,0.002082370317713771,
32,300,128,20,102,0,tardos,0.03125,0,0.2,0.984375,0.8125,0.20163619507791855,0.0020452438473981937,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,0.0,0.005461415177184409,,0.009015349299909752
32,300,128,20,102,0,tardos,0.03125,1,0.2,0.953125,0.8125,0.20136546904912223,0.0017068363114027781,,2.9148304769997128e-05,,,0.0,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.2,0.9765625,0.8125,0.20177346621976935,0.002216832774711685,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.3,0.96875,0.75,0.2683013231924503,0.0022290770806140197,0.001030117533729081,,,0.005290815749023397,0.0,0.005461415177184409,,0.009015349299909752
32,300,128,20,102,0,tardos,0.03125,1,0.3,0.9453125,0.75,0.2679704990413343,0.0017779532381831083,,2.9148304769997128e-05,,,0.0,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.3,0.9609375,0.75,0.26803348776367614,0.0018638469504673968,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.4,0.8984375,0.625,0.40158404914733364,0.0026400819122227555,0.001030117533729081,,,0.005290815749023397,,0.005461415177184409,,0.009015349299909752
32,300,128,20,102,0,tardos,0.03125,1,0.4,0.875,0.625,0.401108058238361,0.0018467637306016696,,2.9148304769997128e-05,,,0.0,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.4,0.953125,0.625,0.40131621371855947,0.0021936895309324386,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.5,0.71875,0.5,0.5348204879641578,0.0031867599231953274,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,1,0.5,0.7890625,0.5,0.5344398530195594,0.0023711136133415596,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.5,0.9296875,0.5,0.5336917179062901,0.0007679669420500963,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.6,0.5703125,0.4375,0.6014354790515621,0.0035886976289055115,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,1,0.6,0.6796875,0.4375,0.6010794413072522,0.0026986032681306053,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.6,0.8828125,0.4375,0.6002142860159124,0.0005357150397809553,0.001030117533729081,2.9148304769997128e-05,0.0018561790812229543,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.7,0.4453125,0.375,0.6676955005954689,0.0030865017864068435,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,1,0.7,0.6953125,0.375,0.6677461079739189,0.003238323921756727,,,,,,0.005461415177184409,,
32,300,128,20,102,0,tardos,0.03125,2,0.7,0.8125,0.375,0.666879414130444,0.0006382423913323251,0.001030117533729081,,,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.8,0.2890625,0.25,0.8009349117421237,0.004674558710618812,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,1,0.8,0.3671875,0.25,0.8009855191205737,0.004927595602868617,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,2,0.8,0.6640625,0.25,0.8001646879518781,0.000823439759390809,,,,0.005290815749023397,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.9,0.15625,0.125,0.9333333333333333,0.0,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,1,0.9,0.1640625,0.125,0.9333620915091166,0.0004313726367493889,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,2,0.9,0.2734375,0.125,0.9334031494708687,0.0010472420630302194,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.1,0.96875,0.875,0.13488383183414762,0.0017890367317087929,0.00017332669605093866,0.00043535467962317685,0.00019040972155708996,0.006169488579034973,0.0007690458354514257,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,1,0.1,0.984375,0.875,0.13413284750815854,0.0009225163555675429,0.00017332669605093866,0.00043535467962317685,0.00019040972155708996,0.006169488579034973,0.0007690458354514257,0.010713399567001137,4.195584219857322e-05,0.01078205376677602
